==79409== NVPROF is profiling process 79409, command: ./lassen-executable/hotspot_11 8192 2 2 ../../data/hotspot/temp_8192 ../../data/hotspot/power_8192 output.out
==79409== WG size of kernel = 16 X 16
alloc FilesavingTemp
Number of allocated Data = 1
in api range: 0x200060000000 0x200070000000
alloc FilesavingPower
Number of allocated Data = 2
in api range: 0x200070000000 0x200080000000
pyramidHeight: 2
gridSize: [8192, 8192]
border:[2, 2]
blockGrid:[683, 683]
targetBlock:[12, 12]
Number of allocated Data = 3
in api range: 0x200080000000 0x200090000000
Start computing the transient temperature
Ending simulation
removing 0 1
Profiling application: ./lassen-executable/hotspot_11 8192 2 2 ../../data/hotspot/temp_8192 ../../data/hotspot/power_8192 output.out
==79409== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
3.48631s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061a80000  [Unified Memory CPU page faults]
3.53156s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061b00000  [Unified Memory CPU page faults]
3.61951s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061c00000  [Unified Memory CPU page faults]
3.62504s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061c10000  [Unified Memory CPU page faults]
3.63057s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061c20000  [Unified Memory CPU page faults]
3.64158s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061c40000  [Unified Memory CPU page faults]
3.66366s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061c80000  [Unified Memory CPU page faults]
3.70771s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061d00000  [Unified Memory CPU page faults]
3.81619s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061e00000  [Unified Memory CPU page faults]
3.82173s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061e10000  [Unified Memory CPU page faults]
3.82726s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061e20000  [Unified Memory CPU page faults]
3.83826s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061e40000  [Unified Memory CPU page faults]
3.86031s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061e80000  [Unified Memory CPU page faults]
3.91337s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061f00000  [Unified Memory CPU page faults]
4.00121s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062000000  [Unified Memory CPU page faults]
4.00689s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062010000  [Unified Memory CPU page faults]
4.04345s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062020000  [Unified Memory CPU page faults]
4.05970s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062040000  [Unified Memory CPU page faults]
4.08179s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062080000  [Unified Memory CPU page faults]
4.12585s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062100000  [Unified Memory CPU page faults]
4.21398s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062200000  [Unified Memory CPU page faults]
4.21951s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062210000  [Unified Memory CPU page faults]
4.22517s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062220000  [Unified Memory CPU page faults]
4.23613s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062240000  [Unified Memory CPU page faults]
4.37940s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062280000  [Unified Memory CPU page faults]
4.42333s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062300000  [Unified Memory CPU page faults]
4.53566s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062400000  [Unified Memory CPU page faults]
4.54119s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062410000  [Unified Memory CPU page faults]
4.54687s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062420000  [Unified Memory CPU page faults]
4.55786s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062440000  [Unified Memory CPU page faults]
4.57991s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062480000  [Unified Memory CPU page faults]
4.63219s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062500000  [Unified Memory CPU page faults]
4.72201s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062600000  [Unified Memory CPU page faults]
4.72754s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062610000  [Unified Memory CPU page faults]
4.73307s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062620000  [Unified Memory CPU page faults]
4.74417s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062640000  [Unified Memory CPU page faults]
4.76622s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062680000  [Unified Memory CPU page faults]
4.81019s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062700000  [Unified Memory CPU page faults]
4.89871s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062800000  [Unified Memory CPU page faults]
4.90431s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062810000  [Unified Memory CPU page faults]
4.90987s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062820000  [Unified Memory CPU page faults]
4.92103s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062840000  [Unified Memory CPU page faults]
4.94298s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062880000  [Unified Memory CPU page faults]
4.98702s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062900000  [Unified Memory CPU page faults]
5.07494s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062a00000  [Unified Memory CPU page faults]
5.08047s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062a10000  [Unified Memory CPU page faults]
5.08599s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062a20000  [Unified Memory CPU page faults]
5.09724s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062a40000  [Unified Memory CPU page faults]
5.11915s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062a80000  [Unified Memory CPU page faults]
5.16322s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062b00000  [Unified Memory CPU page faults]
5.32392s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062c00000  [Unified Memory CPU page faults]
5.32945s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062c10000  [Unified Memory CPU page faults]
5.33501s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062c20000  [Unified Memory CPU page faults]
5.34602s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062c40000  [Unified Memory CPU page faults]
5.36805s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062c80000  [Unified Memory CPU page faults]
5.43876s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062d00000  [Unified Memory CPU page faults]
5.53146s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062e00000  [Unified Memory CPU page faults]
5.53700s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062e10000  [Unified Memory CPU page faults]
5.54253s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062e20000  [Unified Memory CPU page faults]
5.55354s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062e40000  [Unified Memory CPU page faults]
5.57562s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062e80000  [Unified Memory CPU page faults]
5.61951s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200062f00000  [Unified Memory CPU page faults]
5.70745s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063000000  [Unified Memory CPU page faults]
5.71307s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063010000  [Unified Memory CPU page faults]
5.71856s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063020000  [Unified Memory CPU page faults]
5.72953s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063040000  [Unified Memory CPU page faults]
5.75157s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063080000  [Unified Memory CPU page faults]
5.86443s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063100000  [Unified Memory CPU page faults]
5.95239s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063200000  [Unified Memory CPU page faults]
5.95789s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063210000  [Unified Memory CPU page faults]
5.96353s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063220000  [Unified Memory CPU page faults]
5.97450s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063240000  [Unified Memory CPU page faults]
5.99654s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063280000  [Unified Memory CPU page faults]
6.04040s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063300000  [Unified Memory CPU page faults]
6.12840s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063400000  [Unified Memory CPU page faults]
6.13390s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063410000  [Unified Memory CPU page faults]
6.13939s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063420000  [Unified Memory CPU page faults]
6.15048s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063440000  [Unified Memory CPU page faults]
6.17249s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063480000  [Unified Memory CPU page faults]
6.21637s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063500000  [Unified Memory CPU page faults]
6.30425s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063600000  [Unified Memory CPU page faults]
6.30974s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063610000  [Unified Memory CPU page faults]
6.31523s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063620000  [Unified Memory CPU page faults]
6.32634s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063640000  [Unified Memory CPU page faults]
6.34821s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063680000  [Unified Memory CPU page faults]
6.39228s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063700000  [Unified Memory CPU page faults]
6.51240s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063800000  [Unified Memory CPU page faults]
6.51867s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063810000  [Unified Memory CPU page faults]
6.52469s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063820000  [Unified Memory CPU page faults]
6.53576s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063840000  [Unified Memory CPU page faults]
6.56030s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063880000  [Unified Memory CPU page faults]
6.61798s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063900000  [Unified Memory CPU page faults]
6.78437s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063a00000  [Unified Memory CPU page faults]
6.78989s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063a10000  [Unified Memory CPU page faults]
6.79542s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063a20000  [Unified Memory CPU page faults]
6.80694s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063a40000  [Unified Memory CPU page faults]
6.82897s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063a80000  [Unified Memory CPU page faults]
6.91357s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063b00000  [Unified Memory CPU page faults]
7.00476s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063c00000  [Unified Memory CPU page faults]
7.01029s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063c10000  [Unified Memory CPU page faults]
7.01585s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063c20000  [Unified Memory CPU page faults]
7.02687s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063c40000  [Unified Memory CPU page faults]
7.04892s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063c80000  [Unified Memory CPU page faults]
7.09932s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063d00000  [Unified Memory CPU page faults]
7.19916s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063e00000  [Unified Memory CPU page faults]
7.23894s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063e10000  [Unified Memory CPU page faults]
7.24773s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063e20000  [Unified Memory CPU page faults]
7.26433s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063e40000  [Unified Memory CPU page faults]
7.28640s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063e80000  [Unified Memory CPU page faults]
7.33031s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200063f00000  [Unified Memory CPU page faults]
7.43173s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064000000  [Unified Memory CPU page faults]
7.43774s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064010000  [Unified Memory CPU page faults]
7.44391s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064020000  [Unified Memory CPU page faults]
7.45567s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064040000  [Unified Memory CPU page faults]
7.47776s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064080000  [Unified Memory CPU page faults]
7.52170s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064100000  [Unified Memory CPU page faults]
7.60986s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064200000  [Unified Memory CPU page faults]
7.61543s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064210000  [Unified Memory CPU page faults]
7.62108s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064220000  [Unified Memory CPU page faults]
7.63205s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064240000  [Unified Memory CPU page faults]
7.65407s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064280000  [Unified Memory CPU page faults]
7.69796s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064300000  [Unified Memory CPU page faults]
7.78688s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064400000  [Unified Memory CPU page faults]
7.79241s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064410000  [Unified Memory CPU page faults]
7.79794s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064420000  [Unified Memory CPU page faults]
7.80907s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064440000  [Unified Memory CPU page faults]
7.83112s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064480000  [Unified Memory CPU page faults]
7.87503s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064500000  [Unified Memory CPU page faults]
7.99263s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064600000  [Unified Memory CPU page faults]
8.00129s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064610000  [Unified Memory CPU page faults]
8.00688s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064620000  [Unified Memory CPU page faults]
8.01800s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064640000  [Unified Memory CPU page faults]
8.03993s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064680000  [Unified Memory CPU page faults]
8.08415s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064700000  [Unified Memory CPU page faults]
8.17222s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064800000  [Unified Memory CPU page faults]
8.17772s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064810000  [Unified Memory CPU page faults]
8.18325s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064820000  [Unified Memory CPU page faults]
8.19436s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064840000  [Unified Memory CPU page faults]
8.21626s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064880000  [Unified Memory CPU page faults]
8.30156s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064900000  [Unified Memory CPU page faults]
8.38958s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064a00000  [Unified Memory CPU page faults]
8.39512s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064a10000  [Unified Memory CPU page faults]
8.40065s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200064a20000  [Unified Memory CPU page faults]
