==79091== NVPROF is profiling process 79091, command: ./lassen-executable/hotspot_11 2048 2 2 ../../data/hotspot/temp_2048 ../../data/hotspot/power_2048 output.out
==79091== Profiling application: ./lassen-executable/hotspot_11 2048 2 2 ../../data/hotspot/temp_2048 ../../data/hotspot/power_2048 output.out
WG size of kernel = 16 X 16
alloc FilesavingTemp
Number of allocated Data = 1
in api range: 0x200060000000 0x200061000000
alloc FilesavingPower
Number of allocated Data = 2
in api range: 0x200061000000 0x200062000000
pyramidHeight: 2
gridSize: [2048, 2048]
border:[2, 2]
blockGrid:[171, 171]
targetBlock:[12, 12]
Number of allocated Data = 3
in api range: 0x200062000000 0x200063000000
Start computing the transient temperature
Ending simulation
removing 0 1
==79091== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
1.77883s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200060c80000  [Unified Memory CPU page faults]
1.82411s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200060d00000  [Unified Memory CPU page faults]
1.91734s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200060e00000  [Unified Memory CPU page faults]
1.92299s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200060e10000  [Unified Memory CPU page faults]
1.92862s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200060e20000  [Unified Memory CPU page faults]
1.93988s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200060e40000  [Unified Memory CPU page faults]
1.96247s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200060e80000  [Unified Memory CPU page faults]
2.00754s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200060f00000  [Unified Memory CPU page faults]
2.10081s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061000000  [Unified Memory CPU page faults]
2.10580s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061010000  [Unified Memory CPU page faults]
2.11065s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061020000  [Unified Memory CPU page faults]
2.12047s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061040000  [Unified Memory CPU page faults]
2.15329s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061080000  [Unified Memory CPU page faults]
2.22104s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061100000  [Unified Memory CPU page faults]
2.35026s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061200000  [Unified Memory CPU page faults]
2.35592s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061210000  [Unified Memory CPU page faults]
2.36142s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061220000  [Unified Memory CPU page faults]
2.40370s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061240000  [Unified Memory CPU page faults]
2.42997s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061280000  [Unified Memory CPU page faults]
2.46871s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061300000  [Unified Memory CPU page faults]
2.54628s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061400000  [Unified Memory CPU page faults]
2.55116s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061410000  [Unified Memory CPU page faults]
2.55607s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061420000  [Unified Memory CPU page faults]
2.56587s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061440000  [Unified Memory CPU page faults]
2.58522s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061480000  [Unified Memory CPU page faults]
2.63380s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061500000  [Unified Memory CPU page faults]
2.71411s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061600000  [Unified Memory CPU page faults]
2.71897s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061610000  [Unified Memory CPU page faults]
2.72383s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061620000  [Unified Memory CPU page faults]
2.73361s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061640000  [Unified Memory CPU page faults]
2.75282s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061680000  [Unified Memory CPU page faults]
2.79135s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061700000  [Unified Memory CPU page faults]
2.86867s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061800000  [Unified Memory CPU page faults]
2.87353s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061810000  [Unified Memory CPU page faults]
2.87836s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061820000  [Unified Memory CPU page faults]
2.88799s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061840000  [Unified Memory CPU page faults]
2.90731s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061880000  [Unified Memory CPU page faults]
2.94589s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061900000  [Unified Memory CPU page faults]
3.02308s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061a00000  [Unified Memory CPU page faults]
3.02793s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061a10000  [Unified Memory CPU page faults]
3.03277s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061a20000  [Unified Memory CPU page faults]
3.09600s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061a40000  [Unified Memory CPU page faults]
3.11537s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061a80000  [Unified Memory CPU page faults]
3.15390s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061b00000  [Unified Memory CPU page faults]
3.23102s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061c00000  [Unified Memory CPU page faults]
3.23620s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061c10000  [Unified Memory CPU page faults]
3.24103s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061c20000  [Unified Memory CPU page faults]
3.25066s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061c40000  [Unified Memory CPU page faults]
3.27000s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061c80000  [Unified Memory CPU page faults]
3.30858s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061d00000  [Unified Memory CPU page faults]
3.38856s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061e00000  [Unified Memory CPU page faults]
3.39339s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061e10000  [Unified Memory CPU page faults]
3.39822s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061e20000  [Unified Memory CPU page faults]
3.40800s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061e40000  [Unified Memory CPU page faults]
3.42777s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061e80000  [Unified Memory CPU page faults]
3.46640s         -                    -               -         -         -         -                -         -         -         PC 0x10003fcc   0x200061f00000  [Unified Memory CPU page faults]
3.54477s  15.662ms          (171 171 1)       (16 16 1)        40  3.0000KB        0B  Tesla V100-SXM2         1         7                     -                -  calculate_temp(int, float*, float*, float*, int, int, int, int, float, float, float, float, float, float) [419]
3.54480s  342.72us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   256   0x200060000000  [Unified Memory GPU page faults]
3.54503s  3.6160us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060000000  [Unified Memory Memcpy HtoD]
3.54514s  322.62us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     5   0x200060010000  [Unified Memory GPU page faults]
3.54525s  3.5520us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060010000  [Unified Memory Memcpy HtoD]
3.54539s  5.5040us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200061000000  [Unified Memory Memcpy HtoD]
3.54539s  3.8080us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061030000  [Unified Memory Memcpy HtoD]
3.54547s  141.82us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   137   0x200060020000  [Unified Memory GPU page faults]
3.54560s  4.8320us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060020000  [Unified Memory Memcpy HtoD]
3.54561s  236.35us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   206   0x200060040000  [Unified Memory GPU page faults]
3.54577s  3.8400us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060040000  [Unified Memory Memcpy HtoD]
3.54577s  5.5040us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200060050000  [Unified Memory Memcpy HtoD]
3.54583s  3.4880us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061040000  [Unified Memory Memcpy HtoD]
3.54583s  5.8880us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200061050000  [Unified Memory Memcpy HtoD]
3.54585s  233.73us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   151   0x200062000000  [Unified Memory GPU page faults]
3.54609s  170.05us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   226   0x200062020000  [Unified Memory GPU page faults]
3.54626s  228.96us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    72   0x200060080000  [Unified Memory GPU page faults]
3.54639s  4.6080us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060080000  [Unified Memory Memcpy HtoD]
3.54640s  8.6400us                    -               -         -         -         -  Tesla V100-SXM2         -         -          384.000000KB   0x2000600a0000  [Unified Memory Memcpy HtoD]
3.54647s  4.6400us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061080000  [Unified Memory Memcpy HtoD]
3.54647s  8.5440us                    -               -         -         -         -  Tesla V100-SXM2         -         -          384.000000KB   0x2000610a0000  [Unified Memory Memcpy HtoD]
3.54649s  96.768us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   170   0x200062080000  [Unified Memory GPU page faults]
3.54659s  195.39us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    44   0x200060100000  [Unified Memory GPU page faults]
3.54668s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060100000  [Unified Memory Memcpy HtoD]
3.54669s  16.736us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200060110000  [Unified Memory Memcpy HtoD]
3.54676s  3.6800us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061100000  [Unified Memory Memcpy HtoD]
3.54676s  17.024us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200061110000  [Unified Memory Memcpy HtoD]
3.54679s  139.17us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   244   0x200062100000  [Unified Memory GPU page faults]
3.54694s  373.95us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    86   0x200060200000  [Unified Memory GPU page faults]
3.54715s  4.4480us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060200000  [Unified Memory Memcpy HtoD]
3.54725s  4.6400us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061200000  [Unified Memory Memcpy HtoD]
3.54732s  206.27us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   133   0x200060220000  [Unified Memory GPU page faults]
3.54745s  3.2640us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060220000  [Unified Memory Memcpy HtoD]
3.54745s  3.7440us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060230000  [Unified Memory Memcpy HtoD]
3.54751s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061220000  [Unified Memory Memcpy HtoD]
3.54751s  3.7120us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061230000  [Unified Memory Memcpy HtoD]
3.54753s  301.12us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   122   0x200060240000  [Unified Memory GPU page faults]
3.54768s  3.5520us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060240000  [Unified Memory Memcpy HtoD]
3.54768s  5.7600us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200060250000  [Unified Memory Memcpy HtoD]
3.54776s  3.6160us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061240000  [Unified Memory Memcpy HtoD]
3.54776s  5.5680us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200061250000  [Unified Memory Memcpy HtoD]
3.54783s  170.34us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   166   0x200062210000  [Unified Memory GPU page faults]
3.54801s  272.42us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    79   0x200060280000  [Unified Memory GPU page faults]
3.54815s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060280000  [Unified Memory Memcpy HtoD]
3.54815s  10.048us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200060290000  [Unified Memory Memcpy HtoD]
3.54823s  3.5200us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061280000  [Unified Memory Memcpy HtoD]
3.54823s  9.4400us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200061290000  [Unified Memory Memcpy HtoD]
3.54828s  76.128us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   114   0x200062280000  [Unified Memory GPU page faults]
3.54836s  187.10us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    39   0x200060300000  [Unified Memory GPU page faults]
3.54845s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060300000  [Unified Memory Memcpy HtoD]
3.54845s  16.928us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200060310000  [Unified Memory Memcpy HtoD]
3.54852s  3.6160us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061300000  [Unified Memory Memcpy HtoD]
3.54852s  17.216us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200061310000  [Unified Memory Memcpy HtoD]
3.54855s  71.200us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    13   0x200062300000  [Unified Memory GPU page faults]
3.54864s  377.95us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   173   0x200060400000  [Unified Memory GPU page faults]
3.54883s  3.4560us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060400000  [Unified Memory Memcpy HtoD]
3.54892s  4.8000us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061400000  [Unified Memory Memcpy HtoD]
3.54893s  4.2240us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062000000  [Unified Memory Memcpy DtoH]
3.54897s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062000000  [Unified Memory CPU page faults]
3.54902s  264.19us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   114   0x200060410000  [Unified Memory GPU page faults]
3.54919s  4.7360us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060410000  [Unified Memory Memcpy HtoD]
3.54919s  3.9680us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060430000  [Unified Memory Memcpy HtoD]
3.54926s  5.2480us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061410000  [Unified Memory Memcpy HtoD]
3.54927s  3.4880us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061430000  [Unified Memory Memcpy HtoD]
3.54929s  315.46us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    20   0x200060440000  [Unified Memory GPU page faults]
3.54941s  4.3520us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060440000  [Unified Memory Memcpy HtoD]
3.54941s  5.0880us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060460000  [Unified Memory Memcpy HtoD]
3.54946s  4.7040us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061440000  [Unified Memory Memcpy HtoD]
3.54947s  4.8000us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061460000  [Unified Memory Memcpy HtoD]
3.54960s  164.16us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   256   0x200062410000  [Unified Memory GPU page faults]
3.54977s  196.48us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   165   0x200062420000  [Unified Memory GPU page faults]
3.54997s  318.11us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    74   0x200060480000  [Unified Memory GPU page faults]
3.55013s  3.6160us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060480000  [Unified Memory Memcpy HtoD]
3.55013s  9.3440us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200060490000  [Unified Memory Memcpy HtoD]
3.55020s  3.6480us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061480000  [Unified Memory Memcpy HtoD]
3.55021s  10.112us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200061490000  [Unified Memory Memcpy HtoD]
3.55029s  87.680us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    58   0x200062480000  [Unified Memory GPU page faults]
3.55038s  181.09us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    14   0x200060500000  [Unified Memory GPU page faults]
3.55045s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060500000  [Unified Memory Memcpy HtoD]
3.55046s  17.312us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200060510000  [Unified Memory Memcpy HtoD]
3.55052s  3.6800us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061500000  [Unified Memory Memcpy HtoD]
3.55053s  17.088us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200061510000  [Unified Memory Memcpy HtoD]
3.55057s  77.728us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    61   0x200062500000  [Unified Memory GPU page faults]
3.55065s  362.43us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   214   0x200060600000  [Unified Memory GPU page faults]
3.55087s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060600000  [Unified Memory Memcpy HtoD]
3.55096s  3.8720us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061600000  [Unified Memory Memcpy HtoD]
3.55102s  263.20us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   169   0x200060610000  [Unified Memory GPU page faults]
3.55119s  3.7760us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060610000  [Unified Memory Memcpy HtoD]
3.55126s  3.6480us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061610000  [Unified Memory Memcpy HtoD]
3.55128s  285.92us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   117   0x200060620000  [Unified Memory GPU page faults]
3.55146s  4.8320us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200060620000  [Unified Memory Memcpy HtoD]
3.55155s  5.1520us                    -               -         -         -         -  Tesla V100-SXM2         -         -          128.000000KB   0x200061620000  [Unified Memory Memcpy HtoD]
3.55157s  347.01us                    -               -         -         -         -  Tesla V100-SXM2         -         -                    95   0x200060640000  [Unified Memory GPU page faults]
3.55173s  3.8080us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060640000  [Unified Memory Memcpy HtoD]
3.55173s  5.8240us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200060650000  [Unified Memory Memcpy HtoD]
3.55180s  3.7440us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061640000  [Unified Memory Memcpy HtoD]
3.55180s  5.7600us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200061650000  [Unified Memory Memcpy HtoD]
3.55192s  104.38us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   155   0x200062620000  [Unified Memory GPU page faults]
3.55203s  229.89us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     4   0x200060680000  [Unified Memory GPU page faults]
3.55212s  3.4880us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060680000  [Unified Memory Memcpy HtoD]
3.55212s  9.6000us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200060690000  [Unified Memory Memcpy HtoD]
3.55217s  3.7120us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061680000  [Unified Memory Memcpy HtoD]
3.55218s  9.4720us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200061690000  [Unified Memory Memcpy HtoD]
3.55226s  97.632us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   128   0x200062680000  [Unified Memory GPU page faults]
3.55236s  110.94us                    -               -         -         -         -  Tesla V100-SXM2         -         -                     3   0x200060700000  [Unified Memory GPU page faults]
3.55242s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200060700000  [Unified Memory Memcpy HtoD]
3.55243s  16.992us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200060710000  [Unified Memory Memcpy HtoD]
3.55247s  229.92us                    -               -         -         -         -  Tesla V100-SXM2         -         -                   256   0x200061700000  [Unified Memory GPU page faults]
3.55267s  3.4880us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200061700000  [Unified Memory Memcpy HtoD]
