@relation AWS_top5_2689data-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V

@attribute Benchmark {bfs,cfd,hotspot,gaussian}
@attribute InputData {graph1MW.6,graph4096,graph65536,097K,193K,missile0.2M,1024,128,2048,256,4096,512,64,8192,1008,112,144,16,160,176,192,208,224,240,272,288,304,32,320,336,352,368,384,400,416,432,448,464,48,480,496,528,544,560,576,592,608,624,640,656,672,688,704,720,736,752,768,784,80,800,816,832,848,864,880,896,912,928,944,96,960,976,992,matrix1024,matrix16,matrix208,matrix3,matrix304,matrix32,matrix320,matrix336,matrix368,matrix384,matrix4}
@attribute Data {h_graph_nodes,h_graph_mask,h_updating_graph_mask,h_graph_visited,h_areas,h_elements_surrounding_elements,h_normals,FilesavingTemp,FilesavingPower,a,b,m}
@attribute DataID numeric
@attribute Kernel {Kernel2,Kernel,cuda_compute_step_factor,cuda_compute_flux,cuda_time_step,calculate_temp,Fan2,Fan1}
@attribute 'Memory Frequency' numeric
@attribute 'SOL FB' numeric
@attribute 'Elapsed Cycles' numeric
@attribute 'SM Frequency' numeric
@attribute 'Memory [\%]' numeric
@attribute Duration numeric
@attribute 'SOL L2' numeric
@attribute 'SM Active Cycles' numeric
@attribute 'SM [\%]' numeric
@attribute 'SOL TEX' numeric
@attribute 'Executed Ipc Active' numeric
@attribute 'Executed Ipc Elapsed' numeric
@attribute 'Issued Ipc Active' numeric
@attribute 'Issue Slots Busy' numeric
@attribute 'SM Busy' numeric
@attribute 'Memory Throughput' numeric
@attribute 'Mem Busy' numeric
@attribute 'Max Bandwidth' numeric
@attribute 'L2 Hit Rate' numeric
@attribute 'Mem Pipes Busy' numeric
@attribute 'L1 Hit Rate' numeric
@attribute 'Active Warps Per Scheduler' numeric
@attribute 'Eligible Warps Per Scheduler' numeric
@attribute 'No Eligible' numeric
@attribute 'Instructions Per Active Issue Slot' numeric
@attribute 'Issued Warp Per Scheduler' numeric
@attribute 'One or More Eligible' numeric
@attribute 'Avg. Not Predicated Off Threads Per Warp' numeric
@attribute 'Avg. Active Threads Per Warp' numeric
@attribute 'Warp Cycles Per Executed Instruction' numeric
@attribute 'Warp Cycles Per Issued Instruction' numeric
@attribute 'Warp Cycles Per Issue Active' numeric
@attribute 'Avg. Executed Instructions Per Scheduler' numeric
@attribute 'Executed Instructions' numeric
@attribute 'Avg. Issued Instructions Per Scheduler' numeric
@attribute 'Issued Instructions' numeric
@attribute 'Block Size' numeric
@attribute 'Grid Size' numeric
@attribute 'Registers Per Thread' numeric
@attribute 'Shared Memory Configuration Size' numeric
@attribute 'Dynamic Shared Memory Per Block' numeric
@attribute 'Static Shared Memory Per Block' numeric
@attribute Threads numeric
@attribute 'Waves Per SM' numeric
@attribute 'Block Limit SM' numeric
@attribute 'Block Limit Registers' numeric
@attribute 'Block Limit Shared Mem' numeric
@attribute 'Block Limit Warps' numeric
@attribute 'Achieved Active Warps Per SM' numeric
@attribute 'Achieved Occupancy' numeric
@attribute 'Theoretical Active Warps per SM' numeric
@attribute 'Theoretical Occupancy' numeric
@attribute variant numeric
@attribute BeginAddr {0x7f70b6000000,0x7f70b6800000,0x7f70b68f4400,0x7f70b6a00000,0x7f24c2000000,0x7f24c2008000,0x7f24c2009000,0x7f24c200a000,0x7f8c98000000,0x7f8c98080000,0x7f8c98090000,0x7f8c980a0000,0x7fd202000000,0x7fd20205ee00,0x7fd202200000,0x7f5d52000000,0x7f5d52200000,0x7f5d52600000,0x7f0c92000000,0x7f0c92200000,0x7f0c92600000,0x7fe8b2000000,0x7fe8b2400000,0x7f79d6000000,0x7f79d6010000,0x7f8376000000,0x7f8377000000,0x7f513e000000,0x7f513e040000,0x7fa626000000,0x7fa622000000,0x7f6ba6000000,0x7f6ba6100000,0x7fa782000000,0x7fa782004000,0x7f0f4a000000,0x7f0f34000000,0x200060000000,0x200060400000,0x200060600000,0x20006000c400,0x20006000c600,0x200060010000,0x200060010200,0x200060014400,0x200060014800,0x200060000400,0x200060000600,0x200060019000,0x200060019400,0x20006001e400,0x20006001e800,0x200060024000,0x200060024400,0x20006002a400,0x20006002a800,0x200060031000,0x200060031400,0x200060038400,0x200060038800,0x200060040000,0x200060040400,0x200060048400,0x200060048a00,0x200060051000,0x200060051600,0x20006005a400,0x20006005aa00,0x200060001000,0x200060001200,0x200060064000,0x200060064600,0x20006006e400,0x20006006ea00,0x200060079000,0x200060079600,0x200060084400,0x200060084a00,0x200060090000,0x200060090600,0x20006009c400,0x20006009cc00,0x2000600a9000,0x2000600a9800,0x2000600b6400,0x2000600b6c00,0x2000600c4000,0x2000600c4800,0x2000600d2400,0x2000600d2c00,0x200060002400,0x200060002600,0x2000600e1000,0x2000600e1800,0x2000600f0400,0x2000600f0c00,0x200060100000,0x200060200000,0x200060110400,0x200060121000,0x200060132400,0x200060144000,0x200060156400,0x200060169000,0x20006017c400,0x200060004000,0x200060004200,0x200060190000,0x2000601a4400,0x2000601b9000,0x2000601ce400,0x2000601e4000,0x2000601fa400,0x200060006400,0x200060006600,0x200060009000,0x200060009200,0x200060000200}
@attribute EndAddr {0x7f70b67a1200,0x7f70b68f4240,0x7f70b69e8640,0x7f70b6af4240,0x7f24c2008000,0x7f24c2009000,0x7f24c200a000,0x7f24c200b000,0x7f8c98080000,0x7f8c98090000,0x7f8c980a0000,0x7f8c980b0000,0x7fd20205ee00,0x7fd2021da600,0x7fd202672800,0x7f5d520bd000,0x7f5d524f4000,0x7f5d52edc000,0x7f0c920e3400,0x7f0c9258d000,0x7f0c930a7000,0x7fe8b2400000,0x7fe8b2800000,0x7f79d6010000,0x7f79d6020000,0x7f8377000000,0x7f8378000000,0x7f513e040000,0x7f513e080000,0x7fa62a000000,0x7fa626000000,0x7f6ba6100000,0x7f6ba6200000,0x7fa782004000,0x7fa782008000,0x7f0f5a000000,0x7f0f44000000,0x2000603e0400,0x200060400fc0,0x2000609e0400,0x200060400000,0x200060401000,0x200060a00000,0x20006000c400,0x20006000c5c0,0x200060018a00,0x200060010000,0x200060010200,0x200060020200,0x200060014400,0x200060014640,0x200060028c00,0x200060000400,0x200060000440,0x200060000a00,0x200060019000,0x200060019280,0x200060032400,0x20006001e400,0x20006001e6c0,0x20006003cc00,0x200060024000,0x200060024300,0x200060048400,0x20006002a400,0x20006002a740,0x200060054c00,0x200060031000,0x200060031380,0x200060062400,0x200060038400,0x2000600387c0,0x200060070c00,0x200060040000,0x200060040400,0x200060080400,0x200060048840,0x200060090e00,0x200060051000,0x200060051480,0x2000600a2600,0x20006005a400,0x20006005a8c0,0x2000600b4e00,0x200060001000,0x200060001080,0x200060002200,0x200060064000,0x200060064500,0x2000600c8600,0x20006006e400,0x20006006e940,0x2000600dce00,0x200060079000,0x200060079580,0x2000600f2600,0x200060084400,0x2000600849c0,0x200060108e00,0x200060090000,0x200060090600,0x200060120600,0x20006009c400,0x20006009ca40,0x200060139000,0x2000600a9000,0x2000600a9680,0x200060152800,0x2000600b6400,0x2000600b6ac0,0x20006016d000,0x2000600c4000,0x2000600c4700,0x200060188800,0x2000600d2400,0x2000600d2b40,0x2000601a5000,0x200060002400,0x2000600024c0,0x200060004a00,0x2000600e1000,0x2000600e1780,0x2000601c2800,0x2000600f0400,0x2000600f0bc0,0x2000601e1000,0x200060100000,0x200060100800,0x200060300000,0x200060110400,0x200060110c40,0x200060310400,0x200060121000,0x200060121880,0x200060321000,0x200060132400,0x200060132cc0,0x200060332400,0x200060144000,0x200060144900,0x200060344000,0x200060156400,0x200060156d40,0x200060356400,0x200060169000,0x200060169980,0x200060369000,0x20006017c400,0x20006017cdc0,0x20006037c400,0x200060004000,0x200060004100,0x200060008200,0x200060190000,0x200060190a00,0x200060390000,0x2000601a4400,0x2000601a4e40,0x2000603a4400,0x2000601b9000,0x2000601b9a80,0x2000603b9000,0x2000601ce400,0x2000601ceec0,0x2000603ce400,0x2000601e4000,0x2000601e4b00,0x2000603e4000,0x2000601fa400,0x2000601faf40,0x2000603fa400,0x200060211000,0x200060400b80,0x200060811000,0x200060228400,0x200060400bc0,0x200060828400,0x200060240000,0x200060400c00,0x200060840000,0x200060258400,0x200060400c40,0x200060858400,0x200060006400,0x200060006540,0x20006000ca00,0x200060271000,0x200060400c80,0x200060871000,0x20006028a400,0x200060400cc0,0x20006088a400,0x2000602a4000,0x200060400d00,0x2000608a4000,0x2000602be400,0x200060400d40,0x2000608be400,0x2000602d9000,0x200060400d80,0x2000608d9000,0x2000602f4400,0x200060400dc0,0x2000608f4400,0x200060310000,0x200060400e00,0x200060910000,0x20006032c400,0x200060400e40,0x20006092c400,0x200060349000,0x200060400e80,0x200060949000,0x200060366400,0x200060400ec0,0x200060966400,0x200060009000,0x200060009180,0x200060012200,0x200060384000,0x200060400f00,0x200060984000,0x2000603a2400,0x200060400f40,0x2000609a2400,0x2000603c1000,0x200060400f80,0x2000609c1000,0x200060000024,0x20006000020c,0x200060000424,0x200060000040,0x200060000210}
@attribute DataSize numeric
@attribute CPUPageFault numeric
@attribute GPUPagePault numeric
@attribute HtoD numeric
@attribute DtoH numeric
@attribute RemoteMap numeric
@attribute label numeric

@data
bfs,graph65536,h_graph_nodes,0,Kernel,860719874.8,19.76,26163,1275487415,27.77,20448,27.77,20302.45,8.19,27.23,0.37,0.29,0.38,9.47,9.47,174138000000,22.79,27.77,85.43,8.19,53.27,5.96,0.12,90.32,1,0.1,9.68,7.31,9.96,62.23,61.54,61.54,1901.01,608323,1922.17,615094,512,128,21,0,0,0,65536,0.4,32,5,32,4,23.6,36.88,64,100,111,0x7f8c98000000,0x7f8c98080000,524288,5,27,568,0,0,0
bfs,graph65536,h_graph_mask,1,Kernel,860719874.8,19.76,26163,1275487415,27.77,20448,27.77,20302.45,8.19,27.23,0.37,0.29,0.38,9.47,9.47,174138000000,22.79,27.77,85.43,8.19,53.27,5.96,0.12,90.32,1,0.1,9.68,7.31,9.96,62.23,61.54,61.54,1901.01,608323,1922.17,615094,512,128,21,0,0,0,65536,0.4,32,5,32,4,23.6,36.88,64,100,111,0x7f8c98080000,0x7f8c98090000,65536,2,26,192,0,0,0
bfs,graph65536,h_updating_graph_mask,2,Kernel,860719874.8,19.76,26163,1275487415,27.77,20448,27.77,20302.45,8.19,27.23,0.37,0.29,0.38,9.47,9.47,174138000000,22.79,27.77,85.43,8.19,53.27,5.96,0.12,90.32,1,0.1,9.68,7.31,9.96,62.23,61.54,61.54,1901.01,608323,1922.17,615094,512,128,21,0,0,0,65536,0.4,32,5,32,4,23.6,36.88,64,100,111,0x7f8c98090000,0x7f8c980a0000,65536,2,0,128,0,0,0
bfs,graph65536,h_graph_visited,3,Kernel,860719874.8,19.76,26163,1275487415,27.77,20448,27.77,20302.45,8.19,27.23,0.37,0.29,0.38,9.47,9.47,174138000000,22.79,27.77,85.43,8.19,53.27,5.96,0.12,90.32,1,0.1,9.68,7.31,9.96,62.23,61.54,61.54,1901.01,608323,1922.17,615094,512,128,21,0,0,0,65536,0.4,32,5,32,4,23.6,36.88,64,100,111,0x7f8c980a0000,0x7f8c980b0000,65536,1,1,4,0,0,5
bfs,graph65536,h_graph_nodes,0,Kernel2,761538461.5,11.63,7103,1137259615,11.63,6240,4.46,2189.79,2.79,10.61,0.33,0.1,0.36,9.06,9.06,90687179487,2.77,11.63,92,2.53,69.22,6.01,0.25,88.61,1,0.11,11.39,17.69,20.34,58.39,52.76,52.76,179.2,57344,198.32,63462,512,128,16,0,0,0,65536,0.4,32,8,32,4,21.82,34.09,64,100,111,0x7f8c98000000,0x7f8c98080000,524288,5,27,568,0,0,0
bfs,graph65536,h_graph_mask,1,Kernel2,761538461.5,11.63,7103,1137259615,11.63,6240,4.46,2189.79,2.79,10.61,0.33,0.1,0.36,9.06,9.06,90687179487,2.77,11.63,92,2.53,69.22,6.01,0.25,88.61,1,0.11,11.39,17.69,20.34,58.39,52.76,52.76,179.2,57344,198.32,63462,512,128,16,0,0,0,65536,0.4,32,8,32,4,21.82,34.09,64,100,111,0x7f8c98080000,0x7f8c98090000,65536,2,26,192,0,0,0
bfs,graph65536,h_updating_graph_mask,2,Kernel2,761538461.5,11.63,7103,1137259615,11.63,6240,4.46,2189.79,2.79,10.61,0.33,0.1,0.36,9.06,9.06,90687179487,2.77,11.63,92,2.53,69.22,6.01,0.25,88.61,1,0.11,11.39,17.69,20.34,58.39,52.76,52.76,179.2,57344,198.32,63462,512,128,16,0,0,0,65536,0.4,32,8,32,4,21.82,34.09,64,100,111,0x7f8c98090000,0x7f8c980a0000,65536,2,0,128,0,0,0
bfs,graph65536,h_graph_visited,3,Kernel2,761538461.5,11.63,7103,1137259615,11.63,6240,4.46,2189.79,2.79,10.61,0.33,0.1,0.36,9.06,9.06,90687179487,2.77,11.63,92,2.53,69.22,6.01,0.25,88.61,1,0.11,11.39,17.69,20.34,58.39,52.76,52.76,179.2,57344,198.32,63462,512,128,16,0,0,0,65536,0.4,32,8,32,4,21.82,34.09,64,100,111,0x7f8c980a0000,0x7f8c980b0000,65536,1,1,4,0,0,4
bfs,graph65536,h_graph_nodes,0,Kernel,813451776.7,26.01,15268,1209047166,26.01,12608,13.45,12422.21,11.04,21.31,0.48,0.39,0.49,12.25,12.25,216685000000,17.36,26.01,70.69,11.04,51.25,5.77,0.16,87.24,1,0.13,12.76,4.94,7.5,45.88,45.27,45.27,1500.69,480221,1521.18,486778,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.26,34.78,64,100,111,0x7f8c98000000,0x7f8c98080000,524288,5,27,568,0,0,0
bfs,graph65536,h_graph_mask,1,Kernel,813451776.7,26.01,15268,1209047166,26.01,12608,13.45,12422.21,11.04,21.31,0.48,0.39,0.49,12.25,12.25,216685000000,17.36,26.01,70.69,11.04,51.25,5.77,0.16,87.24,1,0.13,12.76,4.94,7.5,45.88,45.27,45.27,1500.69,480221,1521.18,486778,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.26,34.78,64,100,111,0x7f8c98080000,0x7f8c98090000,65536,2,26,192,0,0,0
bfs,graph65536,h_updating_graph_mask,2,Kernel,813451776.7,26.01,15268,1209047166,26.01,12608,13.45,12422.21,11.04,21.31,0.48,0.39,0.49,12.25,12.25,216685000000,17.36,26.01,70.69,11.04,51.25,5.77,0.16,87.24,1,0.13,12.76,4.94,7.5,45.88,45.27,45.27,1500.69,480221,1521.18,486778,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.26,34.78,64,100,111,0x7f8c98090000,0x7f8c980a0000,65536,2,0,128,0,0,0
bfs,graph65536,h_graph_visited,3,Kernel,813451776.7,26.01,15268,1209047166,26.01,12608,13.45,12422.21,11.04,21.31,0.48,0.39,0.49,12.25,12.25,216685000000,17.36,26.01,70.69,11.04,51.25,5.77,0.16,87.24,1,0.13,12.76,4.94,7.5,45.88,45.27,45.27,1500.69,480221,1521.18,486778,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.26,34.78,64,100,111,0x7f8c980a0000,0x7f8c980b0000,65536,1,1,4,0,0,5
bfs,graph65536,h_graph_nodes,0,Kernel2,690476190.5,13.64,4155,1029017857,13.64,4032,3.4,1723.12,3.27,6.67,0.27,0.11,0.31,7.87,7.87,96412698413,2.77,13.64,83.42,2.71,39.03,5.1,0.13,92.44,1,0.08,7.56,19.67,23.21,78.53,67.44,67.44,116.43,37259,135.57,43384,512,128,16,0,0,0,65536,0.4,32,8,32,4,22.55,35.24,64,100,111,0x7f8c98000000,0x7f8c98080000,524288,5,27,568,0,0,0
bfs,graph65536,h_graph_mask,1,Kernel2,690476190.5,13.64,4155,1029017857,13.64,4032,3.4,1723.12,3.27,6.67,0.27,0.11,0.31,7.87,7.87,96412698413,2.77,13.64,83.42,2.71,39.03,5.1,0.13,92.44,1,0.08,7.56,19.67,23.21,78.53,67.44,67.44,116.43,37259,135.57,43384,512,128,16,0,0,0,65536,0.4,32,8,32,4,22.55,35.24,64,100,111,0x7f8c98080000,0x7f8c98090000,65536,2,26,192,0,0,0
bfs,graph65536,h_updating_graph_mask,2,Kernel2,690476190.5,13.64,4155,1029017857,13.64,4032,3.4,1723.12,3.27,6.67,0.27,0.11,0.31,7.87,7.87,96412698413,2.77,13.64,83.42,2.71,39.03,5.1,0.13,92.44,1,0.08,7.56,19.67,23.21,78.53,67.44,67.44,116.43,37259,135.57,43384,512,128,16,0,0,0,65536,0.4,32,8,32,4,22.55,35.24,64,100,111,0x7f8c98090000,0x7f8c980a0000,65536,2,0,128,0,0,0
bfs,graph65536,h_graph_visited,3,Kernel2,690476190.5,13.64,4155,1029017857,13.64,4032,3.4,1723.12,3.27,6.67,0.27,0.11,0.31,7.87,7.87,96412698413,2.77,13.64,83.42,2.71,39.03,5.1,0.13,92.44,1,0.08,7.56,19.67,23.21,78.53,67.44,67.44,116.43,37259,135.57,43384,512,128,16,0,0,0,65536,0.4,32,8,32,4,22.55,35.24,64,100,111,0x7f8c980a0000,0x7f8c980b0000,65536,1,1,4,0,0,4
bfs,graph65536,h_graph_nodes,0,Kernel,779220779.2,11.75,8621,1164502165,11.75,7392,1.85,5660.88,3.17,4.86,0.18,0.12,0.19,4.77,4.77,93766233766,3.2,11.75,49.94,3.17,31.22,3.51,0.07,94.01,1,0.06,5.99,8.65,10.59,63,58.55,58.55,251.16,80370,270.28,86489,512,128,21,0,0,0,65536,0.4,32,5,32,4,11.96,18.69,64,100,111,0x7f8c98000000,0x7f8c98080000,524288,5,27,568,0,0,0
bfs,graph65536,h_graph_mask,1,Kernel,779220779.2,11.75,8621,1164502165,11.75,7392,1.85,5660.88,3.17,4.86,0.18,0.12,0.19,4.77,4.77,93766233766,3.2,11.75,49.94,3.17,31.22,3.51,0.07,94.01,1,0.06,5.99,8.65,10.59,63,58.55,58.55,251.16,80370,270.28,86489,512,128,21,0,0,0,65536,0.4,32,5,32,4,11.96,18.69,64,100,111,0x7f8c98080000,0x7f8c98090000,65536,2,26,192,0,0,0
bfs,graph65536,h_updating_graph_mask,2,Kernel,779220779.2,11.75,8621,1164502165,11.75,7392,1.85,5660.88,3.17,4.86,0.18,0.12,0.19,4.77,4.77,93766233766,3.2,11.75,49.94,3.17,31.22,3.51,0.07,94.01,1,0.06,5.99,8.65,10.59,63,58.55,58.55,251.16,80370,270.28,86489,512,128,21,0,0,0,65536,0.4,32,5,32,4,11.96,18.69,64,100,111,0x7f8c98090000,0x7f8c980a0000,65536,2,0,128,0,0,0
bfs,graph65536,h_graph_visited,3,Kernel,779220779.2,11.75,8621,1164502165,11.75,7392,1.85,5660.88,3.17,4.86,0.18,0.12,0.19,4.77,4.77,93766233766,3.2,11.75,49.94,3.17,31.22,3.51,0.07,94.01,1,0.06,5.99,8.65,10.59,63,58.55,58.55,251.16,80370,270.28,86489,512,128,21,0,0,0,65536,0.4,32,5,32,4,11.96,18.69,64,100,111,0x7f8c980a0000,0x7f8c980b0000,65536,1,1,4,0,0,5
bfs,graph65536,h_graph_nodes,0,Kernel2,671428571.4,8.72,3377,1004166667,8.72,3360,1.27,1746.71,3.04,4.41,0.19,0.1,0.23,5.87,5.87,59923809524,2.29,8.72,60.24,2.29,0.34,6.2,0.11,93.2,1,0.07,6.8,26.99,31.9,111.95,91.1,91.1,83.48,26714,102.6,32831,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.41,36.57,64,100,111,0x7f8c98000000,0x7f8c98080000,524288,5,27,568,0,0,0
bfs,graph65536,h_graph_mask,1,Kernel2,671428571.4,8.72,3377,1004166667,8.72,3360,1.27,1746.71,3.04,4.41,0.19,0.1,0.23,5.87,5.87,59923809524,2.29,8.72,60.24,2.29,0.34,6.2,0.11,93.2,1,0.07,6.8,26.99,31.9,111.95,91.1,91.1,83.48,26714,102.6,32831,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.41,36.57,64,100,111,0x7f8c98080000,0x7f8c98090000,65536,2,26,192,0,0,0
bfs,graph65536,h_updating_graph_mask,2,Kernel2,671428571.4,8.72,3377,1004166667,8.72,3360,1.27,1746.71,3.04,4.41,0.19,0.1,0.23,5.87,5.87,59923809524,2.29,8.72,60.24,2.29,0.34,6.2,0.11,93.2,1,0.07,6.8,26.99,31.9,111.95,91.1,91.1,83.48,26714,102.6,32831,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.41,36.57,64,100,111,0x7f8c98090000,0x7f8c980a0000,65536,2,0,128,0,0,0
bfs,graph65536,h_graph_visited,3,Kernel2,671428571.4,8.72,3377,1004166667,8.72,3360,1.27,1746.71,3.04,4.41,0.19,0.1,0.23,5.87,5.87,59923809524,2.29,8.72,60.24,2.29,0.34,6.2,0.11,93.2,1,0.07,6.8,26.99,31.9,111.95,91.1,91.1,83.48,26714,102.6,32831,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.41,36.57,64,100,111,0x7f8c980a0000,0x7f8c980b0000,65536,1,1,4,0,0,4
bfs,graph65536,h_graph_nodes,0,Kernel,817934782.6,5.5,5404,1223392210,5.5,4416,0.8,1896.66,1.79,4.09,0.16,0.06,0.2,5.1,5.1,46101449275,1.44,5.5,60.85,1.44,0.62,5.8,0.08,93.87,1,0.06,6.13,26.41,31.69,118.02,94.7,94.7,77.57,24822,96.67,30934,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.67,35.43,64,100,111,0x7f8c98000000,0x7f8c98080000,524288,5,27,568,0,0,0
bfs,graph65536,h_graph_mask,1,Kernel,817934782.6,5.5,5404,1223392210,5.5,4416,0.8,1896.66,1.79,4.09,0.16,0.06,0.2,5.1,5.1,46101449275,1.44,5.5,60.85,1.44,0.62,5.8,0.08,93.87,1,0.06,6.13,26.41,31.69,118.02,94.7,94.7,77.57,24822,96.67,30934,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.67,35.43,64,100,111,0x7f8c98080000,0x7f8c98090000,65536,2,26,192,0,0,0
bfs,graph65536,h_updating_graph_mask,2,Kernel,817934782.6,5.5,5404,1223392210,5.5,4416,0.8,1896.66,1.79,4.09,0.16,0.06,0.2,5.1,5.1,46101449275,1.44,5.5,60.85,1.44,0.62,5.8,0.08,93.87,1,0.06,6.13,26.41,31.69,118.02,94.7,94.7,77.57,24822,96.67,30934,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.67,35.43,64,100,111,0x7f8c98090000,0x7f8c980a0000,65536,2,0,128,0,0,0
bfs,graph65536,h_graph_visited,3,Kernel,817934782.6,5.5,5404,1223392210,5.5,4416,0.8,1896.66,1.79,4.09,0.16,0.06,0.2,5.1,5.1,46101449275,1.44,5.5,60.85,1.44,0.62,5.8,0.08,93.87,1,0.06,6.13,26.41,31.69,118.02,94.7,94.7,77.57,24822,96.67,30934,512,128,21,0,0,0,65536,0.4,32,5,32,4,22.67,35.43,64,100,111,0x7f8c980a0000,0x7f8c980b0000,65536,1,1,4,0,0,5
bfs,graph65536,h_graph_nodes,0,Kernel2,683962264.2,8.43,3451,1016460299,8.43,3392,1.24,1633.64,2.97,4.7,0.2,0.1,0.25,6.26,6.26,59056603774,2.23,8.43,59.8,2.23,0,6.06,0.11,93.5,1,0.07,6.5,27.08,32,114.56,93.13,93.13,83.2,26624,102.35,32751,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.5,36.72,64,100,111,0x7f8c98000000,0x7f8c98080000,524288,5,27,568,0,0,0
bfs,graph65536,h_graph_mask,1,Kernel2,683962264.2,8.43,3451,1016460299,8.43,3392,1.24,1633.64,2.97,4.7,0.2,0.1,0.25,6.26,6.26,59056603774,2.23,8.43,59.8,2.23,0,6.06,0.11,93.5,1,0.07,6.5,27.08,32,114.56,93.13,93.13,83.2,26624,102.35,32751,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.5,36.72,64,100,111,0x7f8c98080000,0x7f8c98090000,65536,2,26,192,0,0,0
bfs,graph65536,h_updating_graph_mask,2,Kernel2,683962264.2,8.43,3451,1016460299,8.43,3392,1.24,1633.64,2.97,4.7,0.2,0.1,0.25,6.26,6.26,59056603774,2.23,8.43,59.8,2.23,0,6.06,0.11,93.5,1,0.07,6.5,27.08,32,114.56,93.13,93.13,83.2,26624,102.35,32751,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.5,36.72,64,100,111,0x7f8c98090000,0x7f8c980a0000,65536,2,0,128,0,0,0
bfs,graph65536,h_graph_visited,3,Kernel2,683962264.2,8.43,3451,1016460299,8.43,3392,1.24,1633.64,2.97,4.7,0.2,0.1,0.25,6.26,6.26,59056603774,2.23,8.43,59.8,2.23,0,6.06,0.11,93.5,1,0.07,6.5,27.08,32,114.56,93.13,93.13,83.2,26624,102.35,32751,512,128,16,0,0,0,65536,0.4,32,8,32,4,23.5,36.72,64,100,111,0x7f8c980a0000,0x7f8c980b0000,65536,1,1,4,0,0,4
cfd,097K,h_areas,0,cuda_compute_step_factor,757627118.6,44.96,10603,1121433616,44.96,9440,13.19,8093.85,21.74,11.25,1.12,0.86,1.14,28.44,28.44,348841000000,13.19,44.96,15.29,5.74,0,8.09,0.53,70.64,1,0.29,29.36,28.38,32,27.98,27.56,27.56,2267.51,725604,2301.76,736563,192,506,20,0,0,0,97152,0.63,32,14,32,10,30.85,48.2,60,93.75,111,0x7fd202000000,0x7fd20205ee00,388608,3,11,512,0,0,0
cfd,097K,h_elements_surrounding_elements,1,cuda_compute_step_factor,757627118.6,44.96,10603,1121433616,44.96,9440,13.19,8093.85,21.74,11.25,1.12,0.86,1.14,28.44,28.44,348841000000,13.19,44.96,15.29,5.74,0,8.09,0.53,70.64,1,0.29,29.36,28.38,32,27.98,27.56,27.56,2267.51,725604,2301.76,736563,192,506,20,0,0,0,97152,0.63,32,14,32,10,30.85,48.2,60,93.75,111,0x7fd20205ee00,0x7fd2021da600,1554432,10,17,1536,0,0,0
cfd,097K,h_normals,2,cuda_compute_step_factor,757627118.6,44.96,10603,1121433616,44.96,9440,13.19,8093.85,21.74,11.25,1.12,0.86,1.14,28.44,28.44,348841000000,13.19,44.96,15.29,5.74,0,8.09,0.53,70.64,1,0.29,29.36,28.38,32,27.98,27.56,27.56,2267.51,725604,2301.76,736563,192,506,20,0,0,0,97152,0.63,32,14,32,10,30.85,48.2,60,93.75,111,0x7fd202200000,0x7fd202672800,4663296,33,24,4556,0,0,5
cfd,097K,h_areas,0,cuda_compute_flux,828963414.6,35.48,48314,1223450203,35.48,39360,31.68,37506.2,26.84,28.91,1.37,1.06,1.38,34.47,34.47,301164000000,31.68,35.48,72.67,6.15,28.24,6.3,0.61,64.72,1,0.35,35.28,28.53,31.35,18.03,17.87,17.87,12814.51,4100642,12926.57,4136501,192,506,60,0,0,0,97152,1.27,32,5,32,10,24.69,38.57,30,46.88,111,0x7fd202000000,0x7fd20205ee00,388608,3,11,512,0,0,6
cfd,097K,h_elements_surrounding_elements,1,cuda_compute_flux,828963414.6,35.48,48314,1223450203,35.48,39360,31.68,37506.2,26.84,28.91,1.37,1.06,1.38,34.47,34.47,301164000000,31.68,35.48,72.67,6.15,28.24,6.3,0.61,64.72,1,0.35,35.28,28.53,31.35,18.03,17.87,17.87,12814.51,4100642,12926.57,4136501,192,506,60,0,0,0,97152,1.27,32,5,32,10,24.69,38.57,30,46.88,111,0x7fd20205ee00,0x7fd2021da600,1554432,10,17,1536,0,0,0
cfd,097K,h_normals,2,cuda_compute_flux,828963414.6,35.48,48314,1223450203,35.48,39360,31.68,37506.2,26.84,28.91,1.37,1.06,1.38,34.47,34.47,301164000000,31.68,35.48,72.67,6.15,28.24,6.3,0.61,64.72,1,0.35,35.28,28.53,31.35,18.03,17.87,17.87,12814.51,4100642,12926.57,4136501,192,506,60,0,0,0,97152,1.27,32,5,32,10,24.69,38.57,30,46.88,111,0x7fd202200000,0x7fd202672800,4663296,33,24,4556,0,0,2
