InputData,Kernel,Data,DataID,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap,label
graph4096,Kernel,h_updating_graph_mask,2,759484151.4816666,2.4683333333333333,10974.833333333334,1136345606.68,2.4683333333333333,9626.666666666666,0.9816666666666666,706.5966666666666,0.6183333333333334,13.596666666666666,0.3333333333333333,0.021666666666666667,0.3416666666666666,8.545,8.545,19413166196.253338,0.9283333333333332,2.4683333333333333,69.73,0.6150000000000001,59.19333333333334,3.605,0.10333333333333332,90.57,1.0,0.095,9.43,8.288333333333334,10.393333333333333,47.70500000000001,43.81999999999999,43.81999999999999,66.76,21362.333333333332,67.98666666666666,21755.5,512.0,8.0,21.0,0.0,0.0,0.0,4096.0,0.03,32.0,5.0,32.0,4.0,11.756666666666668,18.37,64.0,100.0,111,0x200060009000,0x20006000a000,4096,0,0,0.0,0.0,0.0,3
graph4096,Kernel,h_graph_visited,3,759484151.4816666,2.4683333333333333,10974.833333333334,1136345606.68,2.4683333333333333,9626.666666666666,0.9816666666666666,706.5966666666666,0.6183333333333334,13.596666666666666,0.3333333333333333,0.021666666666666667,0.3416666666666666,8.545,8.545,19413166196.253338,0.9283333333333332,2.4683333333333333,69.73,0.6150000000000001,59.19333333333334,3.605,0.10333333333333332,90.57,1.0,0.095,9.43,8.288333333333334,10.393333333333333,47.70500000000001,43.81999999999999,43.81999999999999,66.76,21362.333333333332,67.98666666666666,21755.5,512.0,8.0,21.0,0.0,0.0,0.0,4096.0,0.03,32.0,5.0,32.0,4.0,11.756666666666668,18.37,64.0,100.0,111,0x20006000a000,0x20006000b000,4096,0,0,0.0,0.0,0.0,1
graph4096,Kernel2,h_graph_nodes,0,697311129.7157142,0.9914285714285715,4623.285714285715,1042119269.3242855,0.9914285714285715,4443.428571428572,0.4371428571428572,159.74428571428572,0.2157142857142857,7.1342857142857135,0.21714285714285714,0.0071428571428571435,0.2471428571428571,6.218571428571429,6.218571428571429,7133606919.765716,0.3185714285714286,0.9914285714285715,83.95714285714288,0.1871428571428572,44.75285714285715,3.917142857142857,0.09000000000000001,93.24857142857141,1.0,0.06571428571428571,6.751428571428571,20.04,23.42857142857143,71.56428571428572,61.44714285714286,61.44714285714286,8.81,2819.0,10.018571428571429,3205.5714285714284,512.0,8.0,16.0,0.0,0.0,0.0,4096.0,0.03,32.0,8.0,32.0,4.0,14.974285714285712,23.39428571428571,64.0,100.0,111,0x200060000000,0x200060008000,32768,1,128,64.0,0.0,0.0,1
graph4096,Kernel2,h_graph_mask,1,697311129.7157142,0.9914285714285715,4623.285714285715,1042119269.3242855,0.9914285714285715,4443.428571428572,0.4371428571428572,159.74428571428572,0.2157142857142857,7.1342857142857135,0.21714285714285714,0.0071428571428571435,0.2471428571428571,6.218571428571429,6.218571428571429,7133606919.765716,0.3185714285714286,0.9914285714285715,83.95714285714288,0.1871428571428572,44.75285714285715,3.917142857142857,0.09000000000000001,93.24857142857141,1.0,0.06571428571428571,6.751428571428571,20.04,23.42857142857143,71.56428571428572,61.44714285714286,61.44714285714286,8.81,2819.0,10.018571428571429,3205.5714285714284,512.0,8.0,16.0,0.0,0.0,0.0,4096.0,0.03,32.0,8.0,32.0,4.0,14.974285714285712,23.39428571428571,64.0,100.0,111,0x200060008000,0x200060009000,4096,0,0,0.0,0.0,0.0,5
graph4096,Kernel2,h_updating_graph_mask,2,697311129.7157142,0.9914285714285715,4623.285714285715,1042119269.3242855,0.9914285714285715,4443.428571428572,0.4371428571428572,159.74428571428572,0.2157142857142857,7.1342857142857135,0.21714285714285714,0.0071428571428571435,0.2471428571428571,6.218571428571429,6.218571428571429,7133606919.765716,0.3185714285714286,0.9914285714285715,83.95714285714288,0.1871428571428572,44.75285714285715,3.917142857142857,0.09000000000000001,93.24857142857141,1.0,0.06571428571428571,6.751428571428571,20.04,23.42857142857143,71.56428571428572,61.44714285714286,61.44714285714286,8.81,2819.0,10.018571428571429,3205.5714285714284,512.0,8.0,16.0,0.0,0.0,0.0,4096.0,0.03,32.0,8.0,32.0,4.0,14.974285714285712,23.39428571428571,64.0,100.0,111,0x200060009000,0x20006000a000,4096,0,0,0.0,0.0,0.0,3
graph4096,Kernel2,h_graph_visited,3,697311129.7157142,0.9914285714285715,4623.285714285715,1042119269.3242855,0.9914285714285715,4443.428571428572,0.4371428571428572,159.74428571428572,0.2157142857142857,7.1342857142857135,0.21714285714285714,0.0071428571428571435,0.2471428571428571,6.218571428571429,6.218571428571429,7133606919.765716,0.3185714285714286,0.9914285714285715,83.95714285714288,0.1871428571428572,44.75285714285715,3.917142857142857,0.09000000000000001,93.24857142857141,1.0,0.06571428571428571,6.751428571428571,20.04,23.42857142857143,71.56428571428572,61.44714285714286,61.44714285714286,8.81,2819.0,10.018571428571429,3205.5714285714284,512.0,8.0,16.0,0.0,0.0,0.0,4096.0,0.03,32.0,8.0,32.0,4.0,14.974285714285712,23.39428571428571,64.0,100.0,111,0x20006000a000,0x20006000b000,4096,0,0,0.0,0.0,0.0,1
graph65536,Kernel,h_graph_nodes,0,814249832.8362501,12.43,16407.5,1216157059.24125,13.605,13360.0,8.496250000000002,9817.29,4.7299999999999995,11.85,0.2725,0.16875000000000004,0.28500000000000003,7.11625,7.11625,104744696267.585,7.9537499999999985,13.605,68.50125,4.6812499999999995,39.73875,4.9175,0.10375,91.885,1.0,0.08125000000000003,8.115,10.5375,12.96625,70.87375,64.25125,64.25125,818.2249999999998,261832.0,837.76375,268084.875,512.0,128.0,21.0,0.0,0.0,0.0,65536.0,0.4,32.0,5.0,32.0,4.0,16.5525,25.86125,64.0,100.0,111,0x200060000000,0x200060080000,524288,5,198,576.0,0.0,0.0,0
graph65536,Kernel,h_graph_mask,1,814249832.8362501,12.43,16407.5,1216157059.24125,13.605,13360.0,8.496250000000002,9817.29,4.7299999999999995,11.85,0.2725,0.16875000000000004,0.28500000000000003,7.11625,7.11625,104744696267.585,7.9537499999999985,13.605,68.50125,4.6812499999999995,39.73875,4.9175,0.10375,91.885,1.0,0.08125000000000003,8.115,10.5375,12.96625,70.87375,64.25125,64.25125,818.2249999999998,261832.0,837.76375,268084.875,512.0,128.0,21.0,0.0,0.0,0.0,65536.0,0.4,32.0,5.0,32.0,4.0,16.5525,25.86125,64.0,100.0,111,0x200060080000,0x200060090000,65536,2,197,192.0,0.0,0.0,0
graph65536,Kernel,h_updating_graph_mask,2,814249832.8362501,12.43,16407.5,1216157059.24125,13.605,13360.0,8.496250000000002,9817.29,4.7299999999999995,11.85,0.2725,0.16875000000000004,0.28500000000000003,7.11625,7.11625,104744696267.585,7.9537499999999985,13.605,68.50125,4.6812499999999995,39.73875,4.9175,0.10375,91.885,1.0,0.08125000000000003,8.115,10.5375,12.96625,70.87375,64.25125,64.25125,818.2249999999998,261832.0,837.76375,268084.875,512.0,128.0,21.0,0.0,0.0,0.0,65536.0,0.4,32.0,5.0,32.0,4.0,16.5525,25.86125,64.0,100.0,111,0x200060090000,0x2000600a0000,65536,2,0,128.0,0.0,0.0,3
graph65536,Kernel,h_graph_visited,3,814249832.8362501,12.43,16407.5,1216157059.24125,13.605,13360.0,8.496250000000002,9817.29,4.7299999999999995,11.85,0.2725,0.16875000000000004,0.28500000000000003,7.11625,7.11625,104744696267.585,7.9537499999999985,13.605,68.50125,4.6812499999999995,39.73875,4.9175,0.10375,91.885,1.0,0.08125000000000003,8.115,10.5375,12.96625,70.87375,64.25125,64.25125,818.2249999999998,261832.0,837.76375,268084.875,512.0,128.0,21.0,0.0,0.0,0.0,65536.0,0.4,32.0,5.0,32.0,4.0,16.5525,25.86125,64.0,100.0,111,0x2000600a0000,0x2000600b0000,65536,1,87,192.0,0.0,0.0,0
graph65536,Kernel2,h_graph_nodes,0,737474885.9911113,8.39,6481.777777777777,1102076692.4922225,8.39,5824.0,2.3622222222222224,1818.6266666666668,2.2366666666666664,7.538888888888887,0.2733333333333334,0.07666666666666669,0.31333333333333335,7.887777777777775,7.887777777777775,63820516670.20001,1.9966666666666664,8.39,73.76444444444445,1.8522222222222224,35.76333333333333,6.29111111111111,0.1588888888888889,91.51666666666664,1.0,0.08333333333333333,8.483333333333334,21.513333333333335,25.22555555555555,92.21,78.1388888888889,78.1388888888889,126.68444444444445,40539.0,145.8433333333334,46670.22222222222,512.0,128.0,16.0,0.0,0.0,0.0,65536.0,0.4,32.0,8.0,32.0,4.0,22.61666666666667,35.33888888888889,64.0,100.0,111,0x200060000000,0x200060080000,524288,5,198,576.0,0.0,0.0,4
graph65536,Kernel2,h_graph_mask,1,737474885.9911113,8.39,6481.777777777777,1102076692.4922225,8.39,5824.0,2.3622222222222224,1818.6266666666668,2.2366666666666664,7.538888888888887,0.2733333333333334,0.07666666666666669,0.31333333333333335,7.887777777777775,7.887777777777775,63820516670.20001,1.9966666666666664,8.39,73.76444444444445,1.8522222222222224,35.76333333333333,6.29111111111111,0.1588888888888889,91.51666666666664,1.0,0.08333333333333333,8.483333333333334,21.513333333333335,25.22555555555555,92.21,78.1388888888889,78.1388888888889,126.68444444444445,40539.0,145.8433333333334,46670.22222222222,512.0,128.0,16.0,0.0,0.0,0.0,65536.0,0.4,32.0,8.0,32.0,4.0,22.61666666666667,35.33888888888889,64.0,100.0,111,0x200060080000,0x200060090000,65536,2,197,192.0,0.0,0.0,4
graph65536,Kernel2,h_updating_graph_mask,2,737474885.9911113,8.39,6481.777777777777,1102076692.4922225,8.39,5824.0,2.3622222222222224,1818.6266666666668,2.2366666666666664,7.538888888888887,0.2733333333333334,0.07666666666666669,0.31333333333333335,7.887777777777775,7.887777777777775,63820516670.20001,1.9966666666666664,8.39,73.76444444444445,1.8522222222222224,35.76333333333333,6.29111111111111,0.1588888888888889,91.51666666666664,1.0,0.08333333333333333,8.483333333333334,21.513333333333335,25.22555555555555,92.21,78.1388888888889,78.1388888888889,126.68444444444445,40539.0,145.8433333333334,46670.22222222222,512.0,128.0,16.0,0.0,0.0,0.0,65536.0,0.4,32.0,8.0,32.0,4.0,22.61666666666667,35.33888888888889,64.0,100.0,111,0x200060090000,0x2000600a0000,65536,2,0,128.0,0.0,0.0,2
graph65536,Kernel2,h_graph_visited,3,737474885.9911113,8.39,6481.777777777777,1102076692.4922225,8.39,5824.0,2.3622222222222224,1818.6266666666668,2.2366666666666664,7.538888888888887,0.2733333333333334,0.07666666666666669,0.31333333333333335,7.887777777777775,7.887777777777775,63820516670.20001,1.9966666666666664,8.39,73.76444444444445,1.8522222222222224,35.76333333333333,6.29111111111111,0.1588888888888889,91.51666666666664,1.0,0.08333333333333333,8.483333333333334,21.513333333333335,25.22555555555555,92.21,78.1388888888889,78.1388888888889,126.68444444444445,40539.0,145.8433333333334,46670.22222222222,512.0,128.0,16.0,0.0,0.0,0.0,65536.0,0.4,32.0,8.0,32.0,4.0,22.61666666666667,35.33888888888889,64.0,100.0,111,0x2000600a0000,0x2000600b0000,65536,1,87,192.0,0.0,0.0,1
