Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label
0.58,0.19,1270.87,512,16,1000448,6.11,8,4,24,6,7816,0,4
0.58,0.19,1270.87,512,16,1000448,6.11,8,4,6,49,1024,0,1
0.58,0.19,1270.87,512,16,1000448,6.11,8,4,4,1,1024,0,1
0.58,0.19,1270.87,512,16,1000448,6.11,8,4,5,3,1024,0,1
0.33,0.17,1184.25,512,21,1000448,6.11,5,4,24,6,7816,0,0
0.33,0.17,1184.25,512,21,1000448,6.11,5,4,6,49,1024,0,0
0.33,0.17,1184.25,512,21,1000448,6.11,5,4,4,1,1024,0,0
0.33,0.17,1184.25,512,21,1000448,6.11,5,4,5,3,1024,0,0
0.56,0.2,1275.18,512,16,1000448,6.11,8,4,24,6,7816,0,4
0.56,0.2,1275.18,512,16,1000448,6.11,8,4,6,49,1024,0,1
0.56,0.2,1275.18,512,16,1000448,6.11,8,4,4,1,1024,0,1
0.56,0.2,1275.18,512,16,1000448,6.11,8,4,5,3,1024,0,1
0.3,0.16,1238.73,512,21,1000448,6.11,5,4,24,6,7816,0,0
0.3,0.16,1238.73,512,21,1000448,6.11,5,4,6,49,1024,0,0
0.3,0.16,1238.73,512,21,1000448,6.11,5,4,4,1,1024,0,0
0.3,0.16,1238.73,512,21,1000448,6.11,5,4,5,3,1024,0,0
0.56,0.19,1302.13,512,16,1000448,6.11,8,4,24,6,7816,0,4
0.56,0.19,1302.13,512,16,1000448,6.11,8,4,6,49,1024,0,1
0.56,0.19,1302.13,512,16,1000448,6.11,8,4,4,1,1024,0,1
0.56,0.19,1302.13,512,16,1000448,6.11,8,4,5,3,1024,0,1
0.33,0.13,1562.42,512,21,1000448,6.11,5,4,24,6,7816,0,0
0.33,0.13,1562.42,512,21,1000448,6.11,5,4,6,49,1024,0,0
0.33,0.13,1562.42,512,21,1000448,6.11,5,4,4,1,1024,0,0
0.33,0.13,1562.42,512,21,1000448,6.11,5,4,5,3,1024,0,0
0.51,0.19,1444.31,512,16,1000448,6.11,8,4,24,6,7816,0,4
0.51,0.19,1444.31,512,16,1000448,6.11,8,4,6,49,1024,0,1
0.51,0.19,1444.31,512,16,1000448,6.11,8,4,4,1,1024,0,1
0.51,0.19,1444.31,512,16,1000448,6.11,8,4,5,3,1024,0,1
0.4,0.12,3284.85,512,21,1000448,6.11,5,4,24,6,7816,0,0
0.4,0.12,3284.85,512,21,1000448,6.11,5,4,6,49,1024,0,0
0.4,0.12,3284.85,512,21,1000448,6.11,5,4,4,1,1024,0,0
0.4,0.12,3284.85,512,21,1000448,6.11,5,4,5,3,1024,0,0
0.21,0.06,2019.23,512,16,1000448,6.11,8,4,24,6,7816,0,4
0.21,0.06,2019.23,512,16,1000448,6.11,8,4,6,49,1024,0,1
0.21,0.06,2019.23,512,16,1000448,6.11,8,4,4,1,1024,0,1
0.21,0.06,2019.23,512,16,1000448,6.11,8,4,5,3,1024,0,1
0.61,0.17,10642.59,512,21,1000448,6.11,5,4,24,6,7816,0,0
0.61,0.17,10642.59,512,21,1000448,6.11,5,4,6,49,1024,0,0
0.61,0.17,10642.59,512,21,1000448,6.11,5,4,4,1,1024,0,0
0.61,0.17,10642.59,512,21,1000448,6.11,5,4,5,3,1024,0,0
0.15,0.04,2707.78,512,16,1000448,6.11,8,4,24,6,7816,0,4
0.15,0.04,2707.78,512,16,1000448,6.11,8,4,6,49,1024,0,1
0.15,0.04,2707.78,512,16,1000448,6.11,8,4,4,1,1024,0,1
0.15,0.04,2707.78,512,16,1000448,6.11,8,4,5,3,1024,0,1
0.56,0.15,22622.66,512,21,1000448,6.11,5,4,24,6,7816,0,0
0.56,0.15,22622.66,512,21,1000448,6.11,5,4,6,49,1024,0,0
0.56,0.15,22622.66,512,21,1000448,6.11,5,4,4,1,1024,0,0
0.56,0.15,22622.66,512,21,1000448,6.11,5,4,5,3,1024,0,0
0.15,0.04,2734.68,512,16,1000448,6.11,8,4,24,6,7816,0,4
0.15,0.04,2734.68,512,16,1000448,6.11,8,4,6,49,1024,0,1
0.15,0.04,2734.68,512,16,1000448,6.11,8,4,4,1,1024,0,1
0.15,0.04,2734.68,512,16,1000448,6.11,8,4,5,3,1024,0,1
0.38,0.1,26379.12,512,21,1000448,6.11,5,4,24,6,7816,0,0
0.38,0.1,26379.12,512,21,1000448,6.11,5,4,6,49,1024,0,0
0.38,0.1,26379.12,512,21,1000448,6.11,5,4,4,1,1024,0,0
0.38,0.1,26379.12,512,21,1000448,6.11,5,4,5,3,1024,0,0
0.15,0.04,2734.63,512,16,1000448,6.11,8,4,24,6,7816,0,4
0.15,0.04,2734.63,512,16,1000448,6.11,8,4,6,49,1024,0,1
0.15,0.04,2734.63,512,16,1000448,6.11,8,4,4,1,1024,0,1
0.15,0.04,2734.63,512,16,1000448,6.11,8,4,5,3,1024,0,1
0.82,0.22,22989.79,512,21,1000448,6.11,5,4,24,6,7816,0,0
0.82,0.22,22989.79,512,21,1000448,6.11,5,4,6,49,1024,0,0
0.82,0.22,22989.79,512,21,1000448,6.11,5,4,4,1,1024,0,0
0.82,0.22,22989.79,512,21,1000448,6.11,5,4,5,3,1024,0,0
0.24,0.08,1853.1,512,16,1000448,6.11,8,4,24,6,7816,0,4
0.24,0.08,1853.1,512,16,1000448,6.11,8,4,6,49,1024,0,1
0.24,0.08,1853.1,512,16,1000448,6.11,8,4,4,1,1024,0,1
0.24,0.08,1853.1,512,16,1000448,6.11,8,4,5,3,1024,0,1
0.67,0.19,5220.1,512,21,1000448,6.11,5,4,24,6,7816,0,0
0.67,0.19,5220.1,512,21,1000448,6.11,5,4,6,49,1024,0,0
0.67,0.19,5220.1,512,21,1000448,6.11,5,4,4,1,1024,0,0
0.67,0.19,5220.1,512,21,1000448,6.11,5,4,5,3,1024,0,0
0.57,0.2,1271.15,512,16,1000448,6.11,8,4,24,6,7816,0,4
0.57,0.2,1271.15,512,16,1000448,6.11,8,4,6,49,1024,0,1
0.57,0.2,1271.15,512,16,1000448,6.11,8,4,4,1,1024,0,1
0.57,0.2,1271.15,512,16,1000448,6.11,8,4,5,3,1024,0,1
0.44,0.18,1177.52,512,21,1000448,6.11,5,4,24,6,7816,0,0
0.44,0.18,1177.52,512,21,1000448,6.11,5,4,6,49,1024,0,0
0.44,0.18,1177.52,512,21,1000448,6.11,5,4,4,1,1024,0,0
0.44,0.18,1177.52,512,21,1000448,6.11,5,4,5,3,1024,0,0
0.01,0.05,7.5,512,16,4096,0.03,8,4,1,0,44,0,0
0.01,0.05,7.5,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.05,7.5,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.05,7.5,512,16,4096,0.03,8,4,0,10,16,0,0
0.01,0.06,33.82,512,21,4096,0.03,5,4,1,0,44,0,0
0.01,0.06,33.82,512,21,4096,0.03,5,4,0,0,0,0,0
0.01,0.06,33.82,512,21,4096,0.03,5,4,0,0,0,0,0
0.01,0.06,33.82,512,21,4096,0.03,5,4,0,10,16,0,0
0.01,0.07,10.92,512,16,4096,0.03,8,4,1,0,44,0,0
0.01,0.07,10.92,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.07,10.92,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.07,10.92,512,16,4096,0.03,8,4,0,10,16,0,0
0.03,0.11,89.05,512,21,4096,0.03,5,4,1,0,44,0,0
0.03,0.11,89.05,512,21,4096,0.03,5,4,0,0,0,0,0
0.03,0.11,89.05,512,21,4096,0.03,5,4,0,0,0,0,0
0.03,0.11,89.05,512,21,4096,0.03,5,4,0,10,16,0,0
0.01,0.07,11.2,512,16,4096,0.03,8,4,1,0,44,0,0
0.01,0.07,11.2,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.07,11.2,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.07,11.2,512,16,4096,0.03,8,4,0,10,16,0,0
0.04,0.13,118.78,512,21,4096,0.03,5,4,1,0,44,0,0
0.04,0.13,118.78,512,21,4096,0.03,5,4,0,0,0,0,0
0.04,0.13,118.78,512,21,4096,0.03,5,4,0,0,0,0,0
0.04,0.13,118.78,512,21,4096,0.03,5,4,0,10,16,0,0
0.01,0.08,11.2,512,16,4096,0.03,8,4,1,0,44,0,0
0.01,0.08,11.2,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.08,11.2,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.08,11.2,512,16,4096,0.03,8,4,0,10,16,0,0
0.04,0.13,107.92,512,21,4096,0.03,5,4,1,0,44,0,0
0.04,0.13,107.92,512,21,4096,0.03,5,4,0,0,0,0,0
0.04,0.13,107.92,512,21,4096,0.03,5,4,0,0,0,0,0
0.04,0.13,107.92,512,21,4096,0.03,5,4,0,10,16,0,0
0.01,0.08,10.36,512,16,4096,0.03,8,4,1,0,44,0,0
0.01,0.08,10.36,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.08,10.36,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.08,10.36,512,16,4096,0.03,8,4,0,10,16,0,0
0.02,0.09,45.88,512,21,4096,0.03,5,4,1,0,44,0,0
0.02,0.09,45.88,512,21,4096,0.03,5,4,0,0,0,0,0
0.02,0.09,45.88,512,21,4096,0.03,5,4,0,0,0,0,0
0.02,0.09,45.88,512,21,4096,0.03,5,4,0,10,16,0,0
0.01,0.04,5.29,512,16,4096,0.03,8,4,1,0,44,0,0
0.01,0.04,5.29,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.04,5.29,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.04,5.29,512,16,4096,0.03,8,4,0,10,16,0,0
0,0.04,5.11,512,21,4096,0.03,5,4,1,0,44,0,0
0,0.04,5.11,512,21,4096,0.03,5,4,0,0,0,0,0
0,0.04,5.11,512,21,4096,0.03,5,4,0,0,0,0,0
0,0.04,5.11,512,21,4096,0.03,5,4,0,10,16,0,0
0.01,0.05,5.2,512,16,4096,0.03,8,4,1,0,44,0,0
0.01,0.05,5.2,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.05,5.2,512,16,4096,0.03,8,4,0,0,0,0,1
0.01,0.05,5.2,512,16,4096,0.03,8,4,0,10,16,0,0
0.1,0.07,85.36,512,16,65536,0.4,8,4,5,27,568,0,0
0.1,0.07,85.36,512,16,65536,0.4,8,4,2,26,192,0,0
0.1,0.07,85.36,512,16,65536,0.4,8,4,2,0,128,0,0
0.1,0.07,85.36,512,16,65536,0.4,8,4,1,1,4,0,4
0.03,0.05,104.03,512,21,65536,0.4,5,4,5,27,568,0,0
0.03,0.05,104.03,512,21,65536,0.4,5,4,2,26,192,0,0
0.03,0.05,104.03,512,21,65536,0.4,5,4,2,0,128,0,0
0.03,0.05,104.03,512,21,65536,0.4,5,4,1,1,4,0,5
0.1,0.07,95.76,512,16,65536,0.4,8,4,5,27,568,0,0
0.1,0.07,95.76,512,16,65536,0.4,8,4,2,26,192,0,0
0.1,0.07,95.76,512,16,65536,0.4,8,4,2,0,128,0,0
0.1,0.07,95.76,512,16,65536,0.4,8,4,1,1,4,0,4
0.07,0.05,237.84,512,21,65536,0.4,5,4,5,27,568,0,0
0.07,0.05,237.84,512,21,65536,0.4,5,4,2,26,192,0,0
0.07,0.05,237.84,512,21,65536,0.4,5,4,2,0,128,0,0
0.07,0.05,237.84,512,21,65536,0.4,5,4,1,1,4,0,5
0.11,0.1,139.17,512,16,65536,0.4,8,4,5,27,568,0,0
0.11,0.1,139.17,512,16,65536,0.4,8,4,2,26,192,0,0
0.11,0.1,139.17,512,16,65536,0.4,8,4,2,0,128,0,0
0.11,0.1,139.17,512,16,65536,0.4,8,4,1,1,4,0,4
0.22,0.09,818.19,512,21,65536,0.4,5,4,5,27,568,0,0
0.22,0.09,818.19,512,21,65536,0.4,5,4,2,26,192,0,0
0.22,0.09,818.19,512,21,65536,0.4,5,4,2,0,128,0,0
0.22,0.09,818.19,512,21,65536,0.4,5,4,1,1,4,0,5
0.1,0.11,178.36,512,16,65536,0.4,8,4,5,27,568,0,0
0.1,0.11,178.36,512,16,65536,0.4,8,4,2,26,192,0,0
0.1,0.11,178.36,512,16,65536,0.4,8,4,2,0,128,0,0
0.1,0.11,178.36,512,16,65536,0.4,8,4,1,1,4,0,4
0.29,0.11,1655.31,512,21,65536,0.4,5,4,5,27,568,0,0
0.29,0.11,1655.31,512,21,65536,0.4,5,4,2,26,192,0,0
0.29,0.11,1655.31,512,21,65536,0.4,5,4,2,0,128,0,0
0.29,0.11,1655.31,512,21,65536,0.4,5,4,1,1,4,0,5
0.1,0.1,179.2,512,16,65536,0.4,8,4,5,27,568,0,0
0.1,0.1,179.2,512,16,65536,0.4,8,4,2,26,192,0,0
0.1,0.1,179.2,512,16,65536,0.4,8,4,2,0,128,0,0
0.1,0.1,179.2,512,16,65536,0.4,8,4,1,1,4,0,4
0.29,0.1,1901.01,512,21,65536,0.4,5,4,5,27,568,0,0
0.29,0.1,1901.01,512,21,65536,0.4,5,4,2,26,192,0,0
0.29,0.1,1901.01,512,21,65536,0.4,5,4,2,0,128,0,0
0.29,0.1,1901.01,512,21,65536,0.4,5,4,1,1,4,0,5
0.1,0.11,179.2,512,16,65536,0.4,8,4,5,27,568,0,0
0.1,0.11,179.2,512,16,65536,0.4,8,4,2,26,192,0,0
0.1,0.11,179.2,512,16,65536,0.4,8,4,2,0,128,0,0
0.1,0.11,179.2,512,16,65536,0.4,8,4,1,1,4,0,4
0.39,0.13,1500.69,512,21,65536,0.4,5,4,5,27,568,0,0
0.39,0.13,1500.69,512,21,65536,0.4,5,4,2,26,192,0,0
0.39,0.13,1500.69,512,21,65536,0.4,5,4,2,0,128,0,0
0.39,0.13,1500.69,512,21,65536,0.4,5,4,1,1,4,0,5
0.11,0.08,116.43,512,16,65536,0.4,8,4,5,27,568,0,0
0.11,0.08,116.43,512,16,65536,0.4,8,4,2,26,192,0,0
0.11,0.08,116.43,512,16,65536,0.4,8,4,2,0,128,0,0
0.11,0.08,116.43,512,16,65536,0.4,8,4,1,1,4,0,4
0.12,0.06,251.16,512,21,65536,0.4,5,4,5,27,568,0,0
0.12,0.06,251.16,512,21,65536,0.4,5,4,2,26,192,0,0
0.12,0.06,251.16,512,21,65536,0.4,5,4,2,0,128,0,0
0.12,0.06,251.16,512,21,65536,0.4,5,4,1,1,4,0,5
0.1,0.07,83.48,512,16,65536,0.4,8,4,5,27,568,0,0
0.1,0.07,83.48,512,16,65536,0.4,8,4,2,26,192,0,0
0.1,0.07,83.48,512,16,65536,0.4,8,4,2,0,128,0,0
0.1,0.07,83.48,512,16,65536,0.4,8,4,1,1,4,0,4
0.06,0.06,77.57,512,21,65536,0.4,5,4,5,27,568,0,0
0.06,0.06,77.57,512,21,65536,0.4,5,4,2,26,192,0,0
0.06,0.06,77.57,512,21,65536,0.4,5,4,2,0,128,0,0
0.06,0.06,77.57,512,21,65536,0.4,5,4,1,1,4,0,5
0.1,0.07,83.2,512,16,65536,0.4,8,4,5,27,568,0,0
0.1,0.07,83.2,512,16,65536,0.4,8,4,2,26,192,0,0
0.1,0.07,83.2,512,16,65536,0.4,8,4,2,0,128,0,0
0.1,0.07,83.2,512,16,65536,0.4,8,4,1,1,4,0,4
0.86,0.29,2267.51,192,20,97152,0.63,14,10,3,11,512,0,0
0.86,0.29,2267.51,192,20,97152,0.63,14,10,10,17,1536,0,0
0.86,0.29,2267.51,192,20,97152,0.63,14,10,33,24,4556,0,5
1.06,0.35,12814.51,192,60,97152,1.27,5,10,3,11,512,0,6
1.06,0.35,12814.51,192,60,97152,1.27,5,10,10,17,1536,0,0
1.06,0.35,12814.51,192,60,97152,1.27,5,10,33,24,4556,0,2
0.19,0.07,759,192,22,97152,0.63,14,10,3,11,512,0,4
0.19,0.07,759,192,22,97152,0.63,14,10,10,17,1536,0,5
0.19,0.07,759,192,22,97152,0.63,14,10,33,24,4556,0,4
1.13,0.36,13961.27,192,60,97152,1.27,5,10,3,11,512,0,6
1.13,0.36,13961.27,192,60,97152,1.27,5,10,10,17,1536,0,0
1.13,0.36,13961.27,192,60,97152,1.27,5,10,33,24,4556,0,2
0.21,0.07,759,192,22,97152,0.63,14,10,3,11,512,0,4
0.21,0.07,759,192,22,97152,0.63,14,10,10,17,1536,0,5
0.21,0.07,759,192,22,97152,0.63,14,10,33,24,4556,0,4
1.1,0.35,13227.46,192,60,97152,1.27,5,10,3,11,512,0,6
1.1,0.35,13227.46,192,60,97152,1.27,5,10,10,17,1536,0,0
1.1,0.35,13227.46,192,60,97152,1.27,5,10,33,24,4556,0,2
0.21,0.07,759,192,22,97152,0.63,14,10,3,11,512,0,4
0.21,0.07,759,192,22,97152,0.63,14,10,10,17,1536,0,5
0.21,0.07,759,192,22,97152,0.63,14,10,33,24,4556,0,4
0.87,0.29,2322.5,192,20,97152,0.63,14,10,3,11,512,0,0
0.87,0.29,2322.5,192,20,97152,0.63,14,10,10,17,1536,0,0
0.87,0.29,2322.5,192,20,97152,0.63,14,10,33,24,4556,0,5
1.03,0.34,13025.31,192,60,97152,1.27,5,10,3,11,512,0,6
1.03,0.34,13025.31,192,60,97152,1.27,5,10,10,17,1536,0,0
1.03,0.34,13025.31,192,60,97152,1.27,5,10,33,24,4556,0,2
0.21,0.07,759,192,22,97152,0.63,14,10,3,11,512,0,4
0.21,0.07,759,192,22,97152,0.63,14,10,10,17,1536,0,5
0.21,0.07,759,192,22,97152,0.63,14,10,33,24,4556,0,4
1.06,0.33,12743.55,192,60,97152,1.27,5,10,3,11,512,0,6
1.06,0.33,12743.55,192,60,97152,1.27,5,10,10,17,1536,0,0
1.06,0.33,12743.55,192,60,97152,1.27,5,10,33,24,4556,0,2
0.21,0.07,759,192,22,97152,0.63,14,10,3,11,512,0,4
0.21,0.07,759,192,22,97152,0.63,14,10,10,17,1536,0,5
0.21,0.07,759,192,22,97152,0.63,14,10,33,24,4556,0,4
1.01,0.33,12397.49,192,60,97152,1.27,5,10,3,11,512,0,6
1.01,0.33,12397.49,192,60,97152,1.27,5,10,10,17,1536,0,0
1.01,0.33,12397.49,192,60,97152,1.27,5,10,33,24,4556,0,2
0.21,0.07,759,192,22,97152,0.63,14,10,3,11,512,0,4
0.21,0.07,759,192,22,97152,0.63,14,10,10,17,1536,0,5
0.21,0.07,759,192,22,97152,0.63,14,10,33,24,4556,0,4
0.84,0.28,2201.49,192,20,97152,0.63,14,10,3,11,512,0,0
0.84,0.28,2201.49,192,20,97152,0.63,14,10,10,17,1536,0,0
0.84,0.28,2201.49,192,20,97152,0.63,14,10,33,24,4556,0,5
1.04,0.33,12419.13,192,60,97152,1.27,5,10,3,11,512,0,6
1.04,0.33,12419.13,192,60,97152,1.27,5,10,10,17,1536,0,0
1.04,0.33,12419.13,192,60,97152,1.27,5,10,33,24,4556,0,2
0.21,0.07,759,192,22,97152,0.63,14,10,3,11,512,0,4
0.21,0.07,759,192,22,97152,0.63,14,10,10,17,1536,0,5
0.21,0.07,759,192,22,97152,0.63,14,10,33,24,4556,0,4
1.01,0.33,12109.3,192,60,97152,1.27,5,10,3,11,512,0,6
1.01,0.33,12109.3,192,60,97152,1.27,5,10,10,17,1536,0,0
1.01,0.33,12109.3,192,60,97152,1.27,5,10,33,24,4556,0,2
0.21,0.07,759,192,22,97152,0.63,14,10,3,11,512,0,4
0.21,0.07,759,192,22,97152,0.63,14,10,10,17,1536,0,5
0.21,0.07,759,192,22,97152,0.63,14,10,33,24,4556,0,4
1,0.33,11940.74,192,60,97152,1.27,5,10,3,11,512,0,6
1,0.33,11940.74,192,60,97152,1.27,5,10,10,17,1536,0,0
1,0.33,11940.74,192,60,97152,1.27,5,10,33,24,4556,0,2
0.21,0.07,759,192,22,97152,0.63,14,10,3,11,512,0,4
0.21,0.07,759,192,22,97152,0.63,14,10,10,17,1536,0,5
0.21,0.07,759,192,22,97152,0.63,14,10,33,24,4556,0,4
0.81,0.27,2106.93,192,20,97152,0.63,14,10,3,11,512,0,0
0.81,0.27,2106.93,192,20,97152,0.63,14,10,10,17,1536,0,0
0.81,0.27,2106.93,192,20,97152,0.63,14,10,33,24,4556,0,5
0.98,0.33,11965,192,60,97152,1.27,5,10,3,11,512,0,6
0.98,0.33,11965,192,60,97152,1.27,5,10,10,17,1536,0,0
0.98,0.33,11965,192,60,97152,1.27,5,10,33,24,4556,0,2
0.21,0.07,759,192,22,97152,0.63,14,10,3,11,512,0,4
0.21,0.07,759,192,22,97152,0.63,14,10,10,17,1536,0,5
0.21,0.07,759,192,22,97152,0.63,14,10,33,24,4556,0,4
0.78,0.26,2067.8,192,20,97152,0.63,14,10,3,11,512,0,0
0.78,0.26,2067.8,192,20,97152,0.63,14,10,10,17,1536,0,0
0.78,0.26,2067.8,192,20,97152,0.63,14,10,33,24,4556,0,5
0.76,0.26,2008.02,192,20,97152,0.63,14,10,3,11,512,0,0
0.76,0.26,2008.02,192,20,97152,0.63,14,10,10,17,1536,0,0
0.76,0.26,2008.02,192,20,97152,0.63,14,10,33,24,4556,0,5
0.73,0.25,1973.08,192,20,97152,0.63,14,10,3,11,512,0,0
0.73,0.25,1973.08,192,20,97152,0.63,14,10,10,17,1536,0,0
0.73,0.25,1973.08,192,20,97152,0.63,14,10,33,24,4556,0,5
0.75,0.25,1926.52,192,20,97152,0.63,14,10,3,11,512,0,0
0.75,0.25,1926.52,192,20,97152,0.63,14,10,10,17,1536,0,0
0.75,0.25,1926.52,192,20,97152,0.63,14,10,33,24,4556,0,5
0.73,0.24,1909.98,192,20,97152,0.63,14,10,3,11,512,0,0
0.73,0.24,1909.98,192,20,97152,0.63,14,10,10,17,1536,0,0
0.73,0.24,1909.98,192,20,97152,0.63,14,10,33,24,4556,0,5
0.73,0.25,1879.76,192,20,97152,0.63,14,10,3,11,512,0,0
0.73,0.25,1879.76,192,20,97152,0.63,14,10,10,17,1536,0,0
0.73,0.25,1879.76,192,20,97152,0.63,14,10,33,24,4556,0,5
1.08,0.33,4517.1,192,20,193536,1.26,14,10,5,60,1024,0,0
1.08,0.33,4517.1,192,20,193536,1.26,14,10,20,33,3024,0,0
1.08,0.33,4517.1,192,20,193536,1.26,14,10,58,20,9072,0,4
1.33,0.38,25538.25,192,60,193536,2.52,5,10,5,60,1024,0,0
1.33,0.38,25538.25,192,60,193536,2.52,5,10,20,33,3024,0,1
1.33,0.38,25538.25,192,60,193536,2.52,5,10,58,20,9072,0,2
0.24,0.07,1512,192,22,193536,1.26,14,10,5,60,1024,0,5
0.24,0.07,1512,192,22,193536,1.26,14,10,20,33,3024,0,4
0.24,0.07,1512,192,22,193536,1.26,14,10,58,20,9072,0,5
1.39,0.4,27833.27,192,60,193536,2.52,5,10,5,60,1024,0,0
1.39,0.4,27833.27,192,60,193536,2.52,5,10,20,33,3024,0,1
1.39,0.4,27833.27,192,60,193536,2.52,5,10,58,20,9072,0,2
0.24,0.07,1512,192,22,193536,1.26,14,10,5,60,1024,0,5
0.24,0.07,1512,192,22,193536,1.26,14,10,20,33,3024,0,4
0.24,0.07,1512,192,22,193536,1.26,14,10,58,20,9072,0,5
1.35,0.38,26435.35,192,60,193536,2.52,5,10,5,60,1024,0,0
1.35,0.38,26435.35,192,60,193536,2.52,5,10,20,33,3024,0,1
1.35,0.38,26435.35,192,60,193536,2.52,5,10,58,20,9072,0,2
0.24,0.08,1512,192,22,193536,1.26,14,10,5,60,1024,0,5
0.24,0.08,1512,192,22,193536,1.26,14,10,20,33,3024,0,4
0.24,0.08,1512,192,22,193536,1.26,14,10,58,20,9072,0,5
1.06,0.34,4698.39,192,20,193536,1.26,14,10,5,60,1024,0,0
1.06,0.34,4698.39,192,20,193536,1.26,14,10,20,33,3024,0,0
1.06,0.34,4698.39,192,20,193536,1.26,14,10,58,20,9072,0,4
1.35,0.37,26256.95,192,60,193536,2.52,5,10,5,60,1024,0,0
1.35,0.37,26256.95,192,60,193536,2.52,5,10,20,33,3024,0,1
1.35,0.37,26256.95,192,60,193536,2.52,5,10,58,20,9072,0,2
0.24,0.07,1512,192,22,193536,1.26,14,10,5,60,1024,0,5
0.24,0.07,1512,192,22,193536,1.26,14,10,20,33,3024,0,4
0.24,0.07,1512,192,22,193536,1.26,14,10,58,20,9072,0,5
1.35,0.37,25821.65,192,60,193536,2.52,5,10,5,60,1024,0,0
1.35,0.37,25821.65,192,60,193536,2.52,5,10,20,33,3024,0,1
1.35,0.37,25821.65,192,60,193536,2.52,5,10,58,20,9072,0,2
0.24,0.07,1512,192,22,193536,1.26,14,10,5,60,1024,0,5
0.24,0.07,1512,192,22,193536,1.26,14,10,20,33,3024,0,4
0.24,0.07,1512,192,22,193536,1.26,14,10,58,20,9072,0,5
1.32,0.37,25239,192,60,193536,2.52,5,10,5,60,1024,0,0
1.32,0.37,25239,192,60,193536,2.52,5,10,20,33,3024,0,1
1.32,0.37,25239,192,60,193536,2.52,5,10,58,20,9072,0,2
0.23,0.07,1512,192,22,193536,1.26,14,10,5,60,1024,0,5
0.23,0.07,1512,192,22,193536,1.26,14,10,20,33,3024,0,4
0.23,0.07,1512,192,22,193536,1.26,14,10,58,20,9072,0,5
1.04,0.33,4476.1,192,20,193536,1.26,14,10,5,60,1024,0,0
1.04,0.33,4476.1,192,20,193536,1.26,14,10,20,33,3024,0,0
1.04,0.33,4476.1,192,20,193536,1.26,14,10,58,20,9072,0,4
1.29,0.36,25195.46,192,60,193536,2.52,5,10,5,60,1024,0,0
1.29,0.36,25195.46,192,60,193536,2.52,5,10,20,33,3024,0,1
1.29,0.36,25195.46,192,60,193536,2.52,5,10,58,20,9072,0,2
0.24,0.07,1512,192,22,193536,1.26,14,10,5,60,1024,0,5
0.24,0.07,1512,192,22,193536,1.26,14,10,20,33,3024,0,4
0.24,0.07,1512,192,22,193536,1.26,14,10,58,20,9072,0,5
1.29,0.36,24645.78,192,60,193536,2.52,5,10,5,60,1024,0,0
1.29,0.36,24645.78,192,60,193536,2.52,5,10,20,33,3024,0,1
1.29,0.36,24645.78,192,60,193536,2.52,5,10,58,20,9072,0,2
0.24,0.07,1512,192,22,193536,1.26,14,10,5,60,1024,0,5
0.24,0.07,1512,192,22,193536,1.26,14,10,20,33,3024,0,4
0.24,0.07,1512,192,22,193536,1.26,14,10,58,20,9072,0,5
1.28,0.36,24347.74,192,60,193536,2.52,5,10,5,60,1024,0,0
1.28,0.36,24347.74,192,60,193536,2.52,5,10,20,33,3024,0,1
1.28,0.36,24347.74,192,60,193536,2.52,5,10,58,20,9072,0,2
0.24,0.07,1512,192,22,193536,1.26,14,10,5,60,1024,0,5
0.24,0.07,1512,192,22,193536,1.26,14,10,20,33,3024,0,4
0.24,0.07,1512,192,22,193536,1.26,14,10,58,20,9072,0,5
1.02,0.32,4306.19,192,20,193536,1.26,14,10,5,60,1024,0,0
1.02,0.32,4306.19,192,20,193536,1.26,14,10,20,33,3024,0,0
1.02,0.32,4306.19,192,20,193536,1.26,14,10,58,20,9072,0,4
1.28,0.36,24364.95,192,60,193536,2.52,5,10,5,60,1024,0,0
1.28,0.36,24364.95,192,60,193536,2.52,5,10,20,33,3024,0,1
1.28,0.36,24364.95,192,60,193536,2.52,5,10,58,20,9072,0,2
0.24,0.07,1512,192,22,193536,1.26,14,10,5,60,1024,0,5
0.24,0.07,1512,192,22,193536,1.26,14,10,20,33,3024,0,4
0.24,0.07,1512,192,22,193536,1.26,14,10,58,20,9072,0,5
0.98,0.32,4222.43,192,20,193536,1.26,14,10,5,60,1024,0,0
0.98,0.32,4222.43,192,20,193536,1.26,14,10,20,33,3024,0,0
0.98,0.32,4222.43,192,20,193536,1.26,14,10,58,20,9072,0,4
