data, label, time
480,0532,0.020638
496,0532,0.023514
512,0532,0.025570
528,0532,0.027293
544,0532,0.029034
560,0532,0.031129
576,0532,0.033123
592,0532,0.035165
608,0532,0.037583
624,0532,0.039353
640,0532,0.042045
656,0532,0.043948
672,0532,0.046930
688,0532,0.049898
704,0532,0.050945
720,0532,0.055755
736,0532,0.059045
752,0532,0.059787
768,0532,0.065475
784,0532,0.068721
800,0532,0.072466
816,0532,0.076163
832,0532,0.077995
848,0532,0.084134
864,0532,0.088665
880,0532,0.092539
896,0532,0.097149
912,0532,0.101691
928,0532,0.106545
944,0532,0.111119
960,0532,0.116629
976,0532,0.119420
992,0532,0.127257
1008,0532,0.133023
1024,0532,0.138262
matrix4,0533,0.000104
matrix208,0533,0.012939
matrix1024,0533,0.549596
16,0533,0.000530
32,0533,0.000794
48,0533,0.001085
64,0533,0.001343
80,0533,0.001636
96,0533,0.001983
112,0533,0.002330
128,0533,0.002705
144,0533,0.003135
160,0533,0.003519
176,0533,0.003800
192,0533,0.004373
208,0533,0.004819
224,0533,0.005296
240,0533,0.005865
256,0533,0.006541
272,0533,0.007211
288,0533,0.007994
304,0533,0.008556
320,0533,0.009337
336,0533,0.010172
352,0533,0.011166
368,0533,0.012206
384,0533,0.013330
400,0533,0.014221
416,0533,0.015651
432,0533,0.016722
448,0533,0.018069
464,0533,0.020490
480,0533,0.021948
496,0533,0.023528
512,0533,0.024243
528,0533,0.027436
544,0533,0.029256
560,0533,0.030891
576,0533,0.033091
592,0533,0.035380
608,0533,0.036072
624,0533,0.039713
640,0533,0.042042
656,0533,0.044552
672,0533,0.047172
688,0533,0.049634
704,0533,0.052726
720,0533,0.055515
736,0533,0.056865
752,0533,0.061220
768,0533,0.065689
784,0533,0.068248
800,0533,0.072566
816,0533,0.076184
832,0533,0.079844
848,0533,0.084189
864,0533,0.088604
880,0533,0.092595
896,0533,0.094682
912,0533,0.101008
928,0533,0.106270
944,0533,0.110949
960,0533,0.116399
976,0533,0.121942
992,0533,0.126709
1008,0533,0.132411
1024,0533,0.135488
matrix4,0534,0.000101
matrix208,0534,0.013457
matrix1024,0534,0.555727
16,0534,0.000562
32,0534,0.000826
48,0534,0.001073
64,0534,0.001339
80,0534,0.001608
96,0534,0.001958
112,0534,0.002356
128,0534,0.002702
144,0534,0.003169
160,0534,0.003418
176,0534,0.003819
192,0534,0.004339
208,0534,0.004771
224,0534,0.005304
240,0534,0.005918
256,0534,0.006648
272,0534,0.007210
288,0534,0.007861
304,0534,0.008544
320,0534,0.009312
336,0534,0.010140
352,0534,0.011281
368,0534,0.012389
384,0534,0.013371
400,0534,0.014331
416,0534,0.015449
432,0534,0.016630
448,0534,0.017861
464,0534,0.020284
480,0534,0.022009
496,0534,0.023325
512,0534,0.025201
528,0534,0.027186
544,0534,0.029119
560,0534,0.030942
576,0534,0.033348
592,0534,0.035292
608,0534,0.037536
624,0534,0.039351
640,0534,0.042374
656,0534,0.044508
672,0534,0.047117
688,0534,0.049984
704,0534,0.052636
720,0534,0.055542
736,0534,0.058694
752,0534,0.062120
768,0534,0.064404
784,0534,0.068509
800,0534,0.070439
816,0534,0.076122
832,0534,0.080094
848,0534,0.084279
864,0534,0.088516
880,0534,0.092389
896,0534,0.097129
912,0534,0.101702
928,0534,0.106489
944,0534,0.108631
960,0534,0.116248
976,0534,0.121575
992,0534,0.127228
1008,0534,0.132614
1024,0534,0.138367
matrix4,0535,0.000106
matrix208,0535,0.010003
matrix1024,0535,0.188923
16,0535,0.000540
32,0535,0.000811
48,0535,0.001079
64,0535,0.001349
80,0535,0.001679
96,0535,0.002049
112,0535,0.002300
128,0535,0.002705
144,0535,0.002996
160,0535,0.003427
176,0535,0.003822
192,0535,0.004335
208,0535,0.004864
224,0535,0.005312
240,0535,0.005947
256,0535,0.006729
272,0535,0.007238
288,0535,0.007867
304,0535,0.008545
320,0535,0.009443
336,0535,0.010192
352,0535,0.011203
368,0535,0.012303
384,0535,0.013192
400,0535,0.014374
416,0535,0.015743
432,0535,0.016660
448,0535,0.018243
464,0535,0.020382
480,0535,0.021960
496,0535,0.023626
512,0535,0.025523
528,0535,0.027360
544,0535,0.029123
560,0535,0.030890
576,0535,0.033145
592,0535,0.035388
608,0535,0.037589
624,0535,0.039639
640,0535,0.042032
656,0535,0.044587
672,0535,0.047081
688,0535,0.049687
704,0535,0.052674
720,0535,0.055425
736,0535,0.059080
752,0535,0.061746
768,0535,0.065631
784,0535,0.068410
800,0535,0.072971
816,0535,0.075834
832,0535,0.080168
848,0535,0.084044
864,0535,0.088637
880,0535,0.092402
896,0535,0.097524
912,0535,0.101711
928,0535,0.106575
944,0535,0.110965
960,0535,0.116540
976,0535,0.118833
992,0535,0.127506
1008,0535,0.132438
1024,0535,0.138429
matrix4,0540,0.000191
matrix208,0540,0.009455
matrix1024,0540,0.188756
16,0540,0.000562
32,0540,0.000820
48,0540,0.001090
64,0540,0.001346
80,0540,0.001646
96,0540,0.002003
112,0540,0.002267
128,0540,0.002727
144,0540,0.003055
160,0540,0.003402
176,0540,0.003865
192,0540,0.004449
208,0540,0.004837
224,0540,0.005320
240,0540,0.005947
256,0540,0.006514
272,0540,0.007195
288,0540,0.007941
304,0540,0.008654
320,0540,0.009486
336,0540,0.010203
352,0540,0.011192
368,0540,0.012202
384,0540,0.013503
400,0540,0.014242
416,0540,0.015484
432,0540,0.016616
448,0540,0.017962
464,0540,0.020550
480,0540,0.022023
496,0540,0.023382
512,0540,0.024096
528,0540,0.027605
544,0540,0.028974
560,0540,0.030858
576,0540,0.033408
592,0540,0.035243
608,0540,0.037787
624,0540,0.039545
640,0540,0.042111
656,0540,0.044066
672,0540,0.047145
688,0540,0.049748
704,0540,0.052661
720,0540,0.055460
736,0540,0.058541
752,0540,0.061927
768,0540,0.065202
784,0540,0.068912
800,0540,0.072615
816,0540,0.073779
832,0540,0.080201
848,0540,0.083916
864,0540,0.088449
880,0540,0.092415
896,0540,0.097131
912,0540,0.101367
928,0540,0.104580
944,0540,0.111345
960,0540,0.116362
976,0540,0.121607
992,0540,0.127275
1008,0540,0.133034
1024,0540,0.138377
matrix4,0541,0.000347
matrix208,0541,0.006088
matrix1024,0541,0.206062
16,0541,0.000583
32,0541,0.000789
48,0541,0.001086
64,0541,0.001341
80,0541,0.001626
96,0541,0.001967
112,0541,0.002349
128,0541,0.002768
144,0541,0.003018
160,0541,0.003437
176,0541,0.003813
192,0541,0.004312
208,0541,0.004844
224,0541,0.005384
240,0541,0.005928
256,0541,0.006539
272,0541,0.007103
288,0541,0.007942
304,0541,0.008659
320,0541,0.009410
336,0541,0.010286
352,0541,0.011138
368,0541,0.012157
384,0541,0.013222
400,0541,0.014196
416,0541,0.015489
432,0541,0.016830
448,0541,0.017997
464,0541,0.020485
480,0541,0.022121
496,0541,0.023508
512,0541,0.025691
528,0541,0.027750
544,0541,0.029122
560,0541,0.031064
576,0541,0.033269
592,0541,0.035012
608,0541,0.037920
624,0541,0.039741
640,0541,0.042202
656,0541,0.044596
672,0541,0.047227
688,0541,0.049749
704,0541,0.052831
720,0541,0.055581
736,0541,0.058831
752,0541,0.062071
768,0541,0.065485
784,0541,0.068588
800,0541,0.072493
816,0541,0.075530
832,0541,0.080342
848,0541,0.084086
864,0541,0.086152
880,0541,0.092460
896,0541,0.096263
912,0541,0.099889
928,0541,0.106699
944,0541,0.111626
960,0541,0.116451
976,0541,0.121912
992,0541,0.127355
1008,0541,0.132767
1024,0541,0.138746
matrix4,0542,0.000333
matrix208,0542,0.004843
matrix1024,0542,0.184283
16,0542,0.000569
32,0542,0.000862
48,0542,0.001102
64,0542,0.001401
80,0542,0.001676
96,0542,0.001952
112,0542,0.002314
128,0542,0.002701
144,0542,0.003190
160,0542,0.003467
176,0542,0.003797
192,0542,0.004287
208,0542,0.004866
224,0542,0.005357
240,0542,0.005869
256,0542,0.006629
272,0542,0.007194
288,0542,0.007809
304,0542,0.008641
320,0542,0.009494
336,0542,0.010156
352,0542,0.011033
368,0542,0.012146
384,0542,0.013294
400,0542,0.014225
416,0542,0.015581
432,0542,0.016738
448,0542,0.018320
464,0542,0.020531
480,0542,0.021989
496,0542,0.023547
512,0542,0.025662
528,0542,0.027650
544,0542,0.029332
560,0542,0.030833
576,0542,0.033202
592,0542,0.033895
608,0542,0.037528
624,0542,0.039488
640,0542,0.042197
656,0542,0.044523
672,0542,0.047178
688,0542,0.049798
704,0542,0.052708
720,0542,0.055587
736,0542,0.058968
752,0542,0.062161
768,0542,0.065187
784,0542,0.068989
800,0542,0.072290
816,0542,0.076303
832,0542,0.080686
848,0542,0.083976
864,0542,0.088228
880,0542,0.090260
896,0542,0.097073
912,0542,0.101089
928,0542,0.104473
944,0542,0.111319
960,0542,0.116568
976,0542,0.121525
992,0542,0.127302
1008,0542,0.132272
1024,0542,0.138452
matrix4,0543,0.000103
matrix208,0543,0.013136
matrix1024,0543,0.549855
16,0543,0.000564
32,0543,0.000809
48,0543,0.001083
64,0543,0.001386
80,0543,0.001629
96,0543,0.001971
112,0543,0.002314
128,0543,0.002686
144,0543,0.003016
160,0543,0.003436
176,0543,0.003815
192,0543,0.004339
208,0543,0.004782
224,0543,0.005451
240,0543,0.005867
256,0543,0.006573
272,0543,0.007286
288,0543,0.007866
304,0543,0.008531
320,0543,0.009345
336,0543,0.010176
352,0543,0.011081
368,0543,0.012235
384,0543,0.013404
400,0543,0.014275
416,0543,0.015604
432,0543,0.016634
448,0543,0.018134
464,0543,0.020351
480,0543,0.022057
496,0543,0.023590
512,0543,0.025623
528,0543,0.027604
544,0543,0.029253
560,0543,0.030859
576,0543,0.033373
592,0543,0.035296
608,0543,0.037554
624,0543,0.039833
640,0543,0.042297
656,0543,0.044568
672,0543,0.046990
688,0543,0.049952
704,0543,0.052888
720,0543,0.055671
736,0543,0.059154
752,0543,0.061847
768,0543,0.065615
784,0543,0.068753
800,0543,0.072663
816,0543,0.076184
832,0543,0.080407
848,0543,0.084052
864,0543,0.085984
880,0543,0.092434
896,0543,0.097301
912,0543,0.101074
928,0543,0.106463
944,0543,0.111282
960,0543,0.116675
976,0543,0.119573
992,0543,0.124377
1008,0543,0.132688
1024,0543,0.135395
matrix4,0544,0.000244
matrix208,0544,0.013889
matrix1024,0544,0.545331
16,0544,0.000551
32,0544,0.000828
48,0544,0.001064
64,0544,0.001403
80,0544,0.001629
96,0544,0.002056
112,0544,0.002295
128,0544,0.002643
144,0544,0.003068
160,0544,0.003445
176,0544,0.003887
192,0544,0.004186
208,0544,0.004756
224,0544,0.005414
240,0544,0.005874
256,0544,0.006408
272,0544,0.007063
288,0544,0.007979
304,0544,0.008570
320,0544,0.009533
336,0544,0.010176
352,0544,0.011192
368,0544,0.012285
384,0544,0.013397
400,0544,0.014245
416,0544,0.015546
432,0544,0.016642
448,0544,0.017974
464,0544,0.020400
480,0544,0.022080
496,0544,0.023702
512,0544,0.025589
528,0544,0.027443
544,0544,0.027606
560,0544,0.031151
576,0544,0.031848
592,0544,0.035225
608,0544,0.037527
624,0544,0.039739
640,0544,0.042237
656,0544,0.044688
672,0544,0.047242
688,0544,0.049808
704,0544,0.053184
720,0544,0.055753
736,0544,0.059103
752,0544,0.061924
768,0544,0.065523
784,0544,0.068925
800,0544,0.072601
816,0544,0.076323
832,0544,0.080365
848,0544,0.084260
864,0544,0.088672
880,0544,0.092378
896,0544,0.097292
912,0544,0.099241
928,0544,0.106290
944,0544,0.111377
960,0544,0.116593
976,0544,0.121525
992,0544,0.127300
1008,0544,0.132561
1024,0544,0.138606
matrix4,0545,0.000206
matrix208,0545,0.010077
matrix1024,0545,0.189250
16,0545,0.000543
32,0545,0.000849
48,0545,0.001072
64,0545,0.001340
80,0545,0.001638
96,0545,0.001983
112,0545,0.002370
128,0545,0.002675
144,0545,0.003119
160,0545,0.003652
176,0545,0.003847
192,0545,0.004356
208,0545,0.004773
224,0545,0.005426
240,0545,0.005882
256,0545,0.006593
272,0545,0.007091
288,0545,0.007829
304,0545,0.008596
320,0545,0.009326
336,0545,0.010162
352,0545,0.011185
368,0545,0.012122
384,0545,0.013290
400,0545,0.014307
416,0545,0.015599
432,0545,0.016732
448,0545,0.017955
464,0545,0.020377
480,0545,0.022117
496,0545,0.023419
512,0545,0.025592
528,0545,0.027647
544,0545,0.029057
560,0545,0.030947
576,0545,0.033231
592,0545,0.035340
608,0545,0.037353
624,0545,0.039614
640,0545,0.042370
656,0545,0.044464
672,0545,0.046937
688,0545,0.049927
704,0545,0.052687
720,0545,0.055463
736,0545,0.059076
752,0545,0.061884
768,0545,0.065861
784,0545,0.068753
800,0545,0.072565
816,0545,0.076205
832,0545,0.080244
848,0545,0.084226
864,0545,0.088692
880,0545,0.092538
896,0545,0.097070
912,0545,0.099920
928,0545,0.106334
944,0545,0.111397
960,0545,0.116183
976,0545,0.121530
992,0545,0.127316
1008,0545,0.129674
1024,0545,0.136179
matrix4,0550,0.000333
matrix208,0550,0.004852
matrix1024,0550,0.138608
16,0550,0.000577
32,0550,0.000799
48,0550,0.001092
64,0550,0.001379
80,0550,0.001645
96,0550,0.001988
112,0550,0.002321
128,0550,0.002658
144,0550,0.003037
160,0550,0.003437
176,0550,0.003922
192,0550,0.004283
208,0550,0.004856
224,0550,0.005339
240,0550,0.005826
256,0550,0.006669
272,0550,0.007211
288,0550,0.007828
304,0550,0.008539
320,0550,0.009484
336,0550,0.010172
352,0550,0.011124
368,0550,0.012479
384,0550,0.013198
400,0550,0.014243
416,0550,0.015545
432,0550,0.016677
448,0550,0.018077
464,0550,0.020450
480,0550,0.022199
496,0550,0.023443
512,0550,0.025585
528,0550,0.026616
544,0550,0.028995
560,0550,0.030973
576,0550,0.033168
592,0550,0.035178
608,0550,0.037482
624,0550,0.039504
640,0550,0.042089
656,0550,0.044601
672,0550,0.047158
688,0550,0.049884
704,0550,0.052835
720,0550,0.056141
736,0550,0.058775
752,0550,0.061919
768,0550,0.065412
784,0550,0.069162
800,0550,0.072711
816,0550,0.075998
832,0550,0.079557
848,0550,0.084067
864,0550,0.088656
880,0550,0.092791
896,0550,0.096986
912,0550,0.101604
928,0550,0.106374
944,0550,0.111758
960,0550,0.116560
976,0550,0.121745
992,0550,0.127060
1008,0550,0.132668
1024,0550,0.138477
matrix4,0551,0.000355
matrix208,0551,0.006121
matrix1024,0551,0.156904
16,0551,0.000555
32,0551,0.000786
48,0551,0.001093
64,0551,0.001386
80,0551,0.001627
96,0551,0.001936
112,0551,0.002349
128,0551,0.002642
144,0551,0.003127
160,0551,0.003524
176,0551,0.003892
192,0551,0.004402
208,0551,0.004826
224,0551,0.005286
240,0551,0.005815
256,0551,0.006622
272,0551,0.007239
288,0551,0.007834
304,0551,0.008678
320,0551,0.009482
336,0551,0.010108
352,0551,0.011127
368,0551,0.012250
384,0551,0.013271
400,0551,0.014252
416,0551,0.015497
432,0551,0.016666
448,0551,0.018103
464,0551,0.020330
480,0551,0.022184
496,0551,0.023403
512,0551,0.025393
528,0551,0.027582
544,0551,0.028910
560,0551,0.031082
576,0551,0.033143
592,0551,0.035148
608,0551,0.037489
624,0551,0.039117
640,0551,0.042021
656,0551,0.044454
672,0551,0.047263
688,0551,0.049760
704,0551,0.052668
720,0551,0.055604
736,0551,0.059083
752,0551,0.062059
768,0551,0.064166
784,0551,0.068684
800,0551,0.070920
816,0551,0.076170
832,0551,0.080308
848,0551,0.084429
864,0551,0.088418
880,0551,0.092780
896,0551,0.097059
912,0551,0.101564
928,0551,0.106642
944,0551,0.111840
960,0551,0.116579
976,0551,0.118882
992,0551,0.127607
1008,0551,0.131519
1024,0551,0.138513
matrix4,0552,0.000321
matrix208,0552,0.004836
matrix1024,0552,0.138662
16,0552,0.000542
32,0552,0.000840
48,0552,0.001127
64,0552,0.001380
80,0552,0.001664
96,0552,0.001927
112,0552,0.002281
128,0552,0.002675
144,0552,0.003012
160,0552,0.003495
176,0552,0.003837
192,0552,0.004268
208,0552,0.004758
224,0552,0.005292
240,0552,0.005856
256,0552,0.006664
272,0552,0.007247
288,0552,0.007848
304,0552,0.008588
320,0552,0.009502
336,0552,0.010365
352,0552,0.011005
368,0552,0.012274
384,0552,0.013312
400,0552,0.014231
416,0552,0.015562
432,0552,0.016628
448,0552,0.017978
464,0552,0.020486
480,0552,0.022152
496,0552,0.023571
512,0552,0.025774
528,0552,0.027375
544,0552,0.029118
560,0552,0.030890
576,0552,0.033392
592,0552,0.035241
608,0552,0.037745
624,0552,0.039824
640,0552,0.042421
656,0552,0.043850
672,0552,0.047410
688,0552,0.050081
704,0552,0.050820
720,0552,0.055729
736,0552,0.058979
752,0552,0.061979
768,0552,0.065547
784,0552,0.068963
800,0552,0.070782
816,0552,0.076079
832,0552,0.080273
848,0552,0.084043
864,0552,0.088340
880,0552,0.092324
896,0552,0.097009
912,0552,0.101431
928,0552,0.106257
944,0552,0.111422
960,0552,0.116646
976,0552,0.121295
992,0552,0.127369
1008,0552,0.132703
1024,0552,0.138941
matrix4,0553,0.000104
matrix208,0553,0.013333
matrix1024,0553,0.518250
16,0553,0.000547
32,0553,0.000824
48,0553,0.001060
64,0553,0.001355
80,0553,0.001619
96,0553,0.002053
112,0553,0.002281
128,0553,0.002624
144,0553,0.003041
160,0553,0.003403
176,0553,0.003954
192,0553,0.004409
208,0553,0.004823
224,0553,0.005260
240,0553,0.005898
256,0553,0.006785
272,0553,0.007256
288,0553,0.007650
304,0553,0.008620
320,0553,0.009430
336,0553,0.010155
352,0553,0.011198
368,0553,0.012132
384,0553,0.013088
400,0553,0.014257
416,0553,0.015554
432,0553,0.016889
448,0553,0.018000
464,0553,0.020452
480,0553,0.022200
496,0553,0.023359
512,0553,0.025703
528,0553,0.027579
544,0553,0.029030
560,0553,0.031028
576,0553,0.032882
592,0553,0.035105
608,0553,0.037516
624,0553,0.039662
640,0553,0.042111
656,0553,0.044581
672,0553,0.047089
688,0553,0.049915
704,0553,0.050671
720,0553,0.055457
736,0553,0.059058
752,0553,0.059853
768,0553,0.065707
784,0553,0.068704
800,0553,0.073792
816,0553,0.076069
832,0553,0.079865
848,0553,0.084702
864,0553,0.088786
880,0553,0.092951
896,0553,0.096895
912,0553,0.101602
928,0553,0.106853
944,0553,0.108680
960,0553,0.116779
976,0553,0.121497
992,0553,0.127132
1008,0553,0.132829
1024,0553,0.138789
matrix4,0554,0.000202
matrix208,0554,0.013123
matrix1024,0554,0.521496
16,0554,0.000536
32,0554,0.000845
48,0554,0.001084
64,0554,0.001351
80,0554,0.001625
96,0554,0.001998
112,0554,0.002286
128,0554,0.002642
144,0554,0.003035
160,0554,0.003515
176,0554,0.003917
192,0554,0.004440
208,0554,0.004778
224,0554,0.005542
240,0554,0.005860
256,0554,0.006585
272,0554,0.007180
288,0554,0.007862
304,0554,0.008503
320,0554,0.009430
336,0554,0.010272
352,0554,0.011098
368,0554,0.012198
384,0554,0.013228
400,0554,0.014307
416,0554,0.015482
432,0554,0.016607
448,0554,0.018378
464,0554,0.020511
480,0554,0.022009
496,0554,0.023616
512,0554,0.025615
528,0554,0.027767
544,0554,0.028886
560,0554,0.031099
576,0554,0.033711
592,0554,0.035226
608,0554,0.037668
624,0554,0.039760
640,0554,0.042277
656,0554,0.044466
672,0554,0.046950
688,0554,0.049729
704,0554,0.050860
720,0554,0.055654
736,0554,0.058924
752,0554,0.061891
768,0554,0.063799
784,0554,0.068833
800,0554,0.072546
816,0554,0.076337
832,0554,0.080268
848,0554,0.084149
864,0554,0.088292
880,0554,0.092592
896,0554,0.097492
912,0554,0.101845
928,0554,0.106090
944,0554,0.111199
960,0554,0.116464
976,0554,0.121449
992,0554,0.127262
1008,0554,0.132649
1024,0554,0.138368
matrix4,0555,0.000329
matrix208,0555,0.004852
matrix1024,0555,0.137604
16,0555,0.000574
32,0555,0.000797
48,0555,0.001066
64,0555,0.001356
80,0555,0.001685
96,0555,0.001957
112,0555,0.002295
128,0555,0.002713
144,0555,0.003045
160,0555,0.003457
176,0555,0.003781
192,0555,0.004314
208,0555,0.004761
224,0555,0.005587
240,0555,0.005891
256,0555,0.006586
272,0555,0.007257
288,0555,0.008016
304,0555,0.008605
320,0555,0.009468
336,0555,0.010082
352,0555,0.011184
368,0555,0.012075
384,0555,0.013556
400,0555,0.014440
416,0555,0.015534
432,0555,0.016641
448,0555,0.018078
464,0555,0.020303
480,0555,0.021933
496,0555,0.023560
512,0555,0.025789
528,0555,0.027594
544,0555,0.029032
560,0555,0.030836
576,0555,0.033301
592,0555,0.033638
608,0555,0.037498
624,0555,0.040227
640,0555,0.042192
656,0555,0.044476
672,0555,0.047285
688,0555,0.049745
704,0555,0.052593
720,0555,0.055442
736,0555,0.058575
752,0555,0.061984
768,0555,0.065792
784,0555,0.067492
800,0555,0.072747
816,0555,0.076331
832,0555,0.079866
848,0555,0.083436
864,0555,0.088451
880,0555,0.092818
896,0555,0.096410
912,0555,0.101852
928,0555,0.106453
944,0555,0.111301
960,0555,0.116827
976,0555,0.118647
992,0555,0.127738
1008,0555,0.132242
1024,0555,0.138364
matrix4,1000,0.000339
matrix208,1000,0.004825
matrix1024,1000,0.138449
16,1000,0.000548
32,1000,0.000801
48,1000,0.001055
64,1000,0.001385
80,1000,0.001619
96,1000,0.001993
112,1000,0.002284
128,1000,0.002677
144,1000,0.003007
160,1000,0.003377
176,1000,0.003804
192,1000,0.004345
208,1000,0.004841
224,1000,0.005264
240,1000,0.005891
256,1000,0.006628
272,1000,0.007200
288,1000,0.007905
304,1000,0.008512
320,1000,0.009448
336,1000,0.010377
352,1000,0.011191
368,1000,0.012219
384,1000,0.013355
400,1000,0.014295
416,1000,0.015475
432,1000,0.016741
448,1000,0.018018
464,1000,0.020355
480,1000,0.021479
496,1000,0.023629
512,1000,0.025441
528,1000,0.027488
544,1000,0.029074
560,1000,0.030936
576,1000,0.033190
592,1000,0.033436
608,1000,0.037571
624,1000,0.039526
640,1000,0.042168
656,1000,0.044053
672,1000,0.047162
688,1000,0.049802
704,1000,0.052353
720,1000,0.055371
736,1000,0.059084
752,1000,0.061678
768,1000,0.065296
784,1000,0.068875
800,1000,0.070267
816,1000,0.074332
832,1000,0.080006
848,1000,0.084415
864,1000,0.088090
880,1000,0.092644
896,1000,0.097107
912,1000,0.101366
928,1000,0.106422
944,1000,0.109650
960,1000,0.116565
976,1000,0.121452
992,1000,0.127345
1008,1000,0.132450
1024,1000,0.138871
matrix4,1001,0.000364
matrix208,1001,0.006415
matrix1024,1001,0.155428
16,1001,0.000562
32,1001,0.000786
48,1001,0.001068
64,1001,0.001356
80,1001,0.001745
96,1001,0.001981
112,1001,0.002298
128,1001,0.002708
144,1001,0.003017
160,1001,0.003425
176,1001,0.003881
192,1001,0.004353
208,1001,0.004987
224,1001,0.005347
240,1001,0.005828
256,1001,0.006706
272,1001,0.007195
288,1001,0.007824
304,1001,0.008565
320,1001,0.009442
336,1001,0.010185
352,1001,0.011185
368,1001,0.012158
384,1001,0.013246
400,1001,0.014285
416,1001,0.015796
432,1001,0.016641
448,1001,0.017898
464,1001,0.020400
480,1001,0.022017
496,1001,0.022382
512,1001,0.024203
528,1001,0.027355
544,1001,0.029124
560,1001,0.030960
576,1001,0.033268
592,1001,0.035512
608,1001,0.037432
624,1001,0.039555
640,1001,0.042051
656,1001,0.044619
672,1001,0.047152
688,1001,0.049882
704,1001,0.052945
720,1001,0.055311
736,1001,0.059023
752,1001,0.062008
768,1001,0.065741
784,1001,0.068976
800,1001,0.072414
816,1001,0.076521
832,1001,0.080133
848,1001,0.084067
864,1001,0.086183
880,1001,0.092628
896,1001,0.097382
912,1001,0.101661
928,1001,0.106739
944,1001,0.111397
960,1001,0.116286
976,1001,0.121298
992,1001,0.127729
1008,1001,0.132799
1024,1001,0.138451
matrix4,1002,0.000330
matrix208,1002,0.004849
matrix1024,1002,0.138453
16,1002,0.000558
32,1002,0.000811
48,1002,0.001065
64,1002,0.001390
80,1002,0.001638
96,1002,0.002045
112,1002,0.002271
128,1002,0.002649
144,1002,0.002989
160,1002,0.003424
176,1002,0.003817
192,1002,0.004368
208,1002,0.004815
224,1002,0.005404
240,1002,0.005828
256,1002,0.006669
272,1002,0.007163
288,1002,0.007816
304,1002,0.008670
320,1002,0.009404
336,1002,0.010015
352,1002,0.011129
368,1002,0.012261
384,1002,0.013234
400,1002,0.014332
416,1002,0.015501
432,1002,0.017195
448,1002,0.018033
464,1002,0.020132
480,1002,0.022202
496,1002,0.023410
512,1002,0.025579
528,1002,0.027507
544,1002,0.029196
560,1002,0.029928
576,1002,0.031663
592,1002,0.035248
608,1002,0.035843
624,1002,0.039668
640,1002,0.042247
656,1002,0.044610
672,1002,0.047144
688,1002,0.047832
704,1002,0.052837
720,1002,0.055678
736,1002,0.059005
752,1002,0.061764
768,1002,0.064789
784,1002,0.068889
800,1002,0.072590
816,1002,0.076229
832,1002,0.079850
848,1002,0.083874
864,1002,0.088437
880,1002,0.092834
896,1002,0.094599
912,1002,0.101676
928,1002,0.106541
944,1002,0.109482
960,1002,0.116303
976,1002,0.121415
992,1002,0.127351
1008,1002,0.132329
1024,1002,0.138561
matrix4,1003,0.000100
matrix208,1003,0.013231
matrix1024,1003,0.520260
16,1003,0.000562
32,1003,0.000841
48,1003,0.001109
64,1003,0.001360
80,1003,0.001613
96,1003,0.002063
112,1003,0.002329
128,1003,0.002762
144,1003,0.003012
160,1003,0.003496
176,1003,0.003822
192,1003,0.004424
208,1003,0.004731
224,1003,0.005248
240,1003,0.005837
256,1003,0.006534
272,1003,0.007124
288,1003,0.007744
304,1003,0.008450
320,1003,0.009442
336,1003,0.010240
352,1003,0.011165
368,1003,0.012243
384,1003,0.013329
400,1003,0.014244
416,1003,0.015555
432,1003,0.016653
448,1003,0.018166
464,1003,0.019674
480,1003,0.022030
496,1003,0.023585
512,1003,0.025692
528,1003,0.027494
544,1003,0.029133
560,1003,0.030940
576,1003,0.033172
592,1003,0.035764
608,1003,0.037554
624,1003,0.039745
640,1003,0.042432
656,1003,0.044765
672,1003,0.047249
688,1003,0.049679
704,1003,0.052699
720,1003,0.053442
736,1003,0.056897
752,1003,0.062079
768,1003,0.065408
784,1003,0.068737
800,1003,0.072313
816,1003,0.074726
832,1003,0.080580
848,1003,0.084078
864,1003,0.086866
880,1003,0.092484
896,1003,0.096980
912,1003,0.100936
928,1003,0.106562
944,1003,0.110347
960,1003,0.116292
976,1003,0.121618
992,1003,0.127231
1008,1003,0.132378
1024,1003,0.138971
matrix4,1004,0.000194
matrix208,1004,0.013749
matrix1024,1004,0.522792
16,1004,0.000547
32,1004,0.000805
48,1004,0.001087
64,1004,0.001344
80,1004,0.001629
96,1004,0.001953
112,1004,0.002290
128,1004,0.002666
144,1004,0.003035
160,1004,0.003498
176,1004,0.003897
192,1004,0.004371
208,1004,0.004876
224,1004,0.005285
240,1004,0.005905
256,1004,0.006509
272,1004,0.007237
288,1004,0.007909
304,1004,0.008545
320,1004,0.009386
336,1004,0.010257
352,1004,0.011160
368,1004,0.012154
384,1004,0.013474
400,1004,0.014271
416,1004,0.015529
432,1004,0.016535
448,1004,0.017978
464,1004,0.020483
480,1004,0.021917
496,1004,0.023477
512,1004,0.025652
528,1004,0.027659
544,1004,0.029146
560,1004,0.030919
576,1004,0.033158
592,1004,0.035031
608,1004,0.037620
624,1004,0.039608
640,1004,0.042008
656,1004,0.044506
672,1004,0.047146
688,1004,0.048539
704,1004,0.050635
720,1004,0.055612
736,1004,0.058714
752,1004,0.062345
768,1004,0.065397
784,1004,0.068880
800,1004,0.072690
816,1004,0.076249
832,1004,0.080079
848,1004,0.083995
864,1004,0.088568
880,1004,0.092589
896,1004,0.097109
912,1004,0.101722
928,1004,0.107064
944,1004,0.108982
960,1004,0.116299
976,1004,0.118832
992,1004,0.124384
1008,1004,0.132699
1024,1004,0.138615
