2,cuda_time_step,SM Active Cycles,cycle,11385.08,cfd,097K
2,cuda_time_step,SM [%],%,5.21,cfd,097K
2,cuda_time_step,SOL TEX,%,14.67,cfd,097K
2,cuda_time_step,Block Size,,192,cfd,097K
2,cuda_time_step,Grid Size,,506,cfd,097K
2,cuda_time_step,Registers Per Thread,register/thread,22,cfd,097K
2,cuda_time_step,Shared Memory Configuration Size,byte,0,cfd,097K
2,cuda_time_step,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
2,cuda_time_step,Static Shared Memory Per Block,byte/block,0,cfd,097K
2,cuda_time_step,Threads,thread,97152,cfd,097K
2,cuda_time_step,Waves Per SM,,0.63,cfd,097K
2,cuda_time_step,Block Limit SM,block,32,cfd,097K
2,cuda_time_step,Block Limit Registers,block,14,cfd,097K
2,cuda_time_step,Block Limit Shared Mem,block,32,cfd,097K
2,cuda_time_step,Block Limit Warps,block,10,cfd,097K
2,cuda_time_step,Achieved Active Warps Per SM,warp,33.90,cfd,097K
2,cuda_time_step,Achieved Occupancy,%,52.96,cfd,097K
2,cuda_time_step,Theoretical Active Warps per SM,warp/cycle,60,cfd,097K
2,cuda_time_step,Theoretical Occupancy,%,93.75,cfd,097K
3,cuda_compute_flux,Memory Frequency,cycle/second,825019186.49,cfd,097K
3,cuda_compute_flux,SOL FB,%,33.57,cfd,097K
3,cuda_compute_flux,Elapsed Cycles,cycle,50949,cfd,097K
3,cuda_compute_flux,SM Frequency,cycle/second,1216791378.87,cfd,097K
3,cuda_compute_flux,Memory [%],%,33.57,cfd,097K
3,cuda_compute_flux,Duration,nsecond,41696,cfd,097K
3,cuda_compute_flux,SOL L2,%,30.22,cfd,097K
3,cuda_compute_flux,SM Active Cycles,cycle,39634.04,cfd,097K
3,cuda_compute_flux,SM [%],%,27.74,cfd,097K
3,cuda_compute_flux,SOL TEX,%,27.35,cfd,097K
3,cuda_compute_flux,Block Size,,192,cfd,097K
3,cuda_compute_flux,Grid Size,,506,cfd,097K
3,cuda_compute_flux,Registers Per Thread,register/thread,60,cfd,097K
3,cuda_compute_flux,Shared Memory Configuration Size,byte,0,cfd,097K
3,cuda_compute_flux,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
3,cuda_compute_flux,Static Shared Memory Per Block,byte/block,0,cfd,097K
3,cuda_compute_flux,Threads,thread,97152,cfd,097K
3,cuda_compute_flux,Waves Per SM,,1.27,cfd,097K
3,cuda_compute_flux,Block Limit SM,block,32,cfd,097K
3,cuda_compute_flux,Block Limit Registers,block,5,cfd,097K
3,cuda_compute_flux,Block Limit Shared Mem,block,32,cfd,097K
3,cuda_compute_flux,Block Limit Warps,block,10,cfd,097K
3,cuda_compute_flux,Achieved Active Warps Per SM,warp,24.06,cfd,097K
3,cuda_compute_flux,Achieved Occupancy,%,37.60,cfd,097K
3,cuda_compute_flux,Theoretical Active Warps per SM,warp/cycle,30,cfd,097K
3,cuda_compute_flux,Theoretical Occupancy,%,46.88,cfd,097K
4,cuda_time_step,Memory Frequency,cycle/second,814973614.78,cfd,097K
4,cuda_time_step,SOL FB,%,66.99,cfd,097K
4,cuda_time_step,Elapsed Cycles,cycle,14692,cfd,097K
4,cuda_time_step,SM Frequency,cycle/second,1208415787.16,cfd,097K
4,cuda_time_step,Memory [%],%,66.99,cfd,097K
4,cuda_time_step,Duration,nsecond,12128,cfd,097K
4,cuda_time_step,SOL L2,%,21.88,cfd,097K
4,cuda_time_step,SM Active Cycles,cycle,11416.54,cfd,097K
4,cuda_time_step,SM [%],%,5.25,cfd,097K
4,cuda_time_step,SOL TEX,%,14.63,cfd,097K
4,cuda_time_step,Block Size,,192,cfd,097K
4,cuda_time_step,Grid Size,,506,cfd,097K
4,cuda_time_step,Registers Per Thread,register/thread,22,cfd,097K
4,cuda_time_step,Shared Memory Configuration Size,byte,0,cfd,097K
4,cuda_time_step,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
4,cuda_time_step,Static Shared Memory Per Block,byte/block,0,cfd,097K
4,cuda_time_step,Threads,thread,97152,cfd,097K
4,cuda_time_step,Waves Per SM,,0.63,cfd,097K
4,cuda_time_step,Block Limit SM,block,32,cfd,097K
4,cuda_time_step,Block Limit Registers,block,14,cfd,097K
4,cuda_time_step,Block Limit Shared Mem,block,32,cfd,097K
4,cuda_time_step,Block Limit Warps,block,10,cfd,097K
4,cuda_time_step,Achieved Active Warps Per SM,warp,34.15,cfd,097K
4,cuda_time_step,Achieved Occupancy,%,53.36,cfd,097K
4,cuda_time_step,Theoretical Active Warps per SM,warp/cycle,60,cfd,097K
4,cuda_time_step,Theoretical Occupancy,%,93.75,cfd,097K
5,cuda_compute_flux,Memory Frequency,cycle/second,842573649.75,cfd,097K
5,cuda_compute_flux,SOL FB,%,35.13,cfd,097K
5,cuda_compute_flux,Elapsed Cycles,cycle,48800,cfd,097K
5,cuda_compute_flux,SM Frequency,cycle/second,1242268480.63,cfd,097K
5,cuda_compute_flux,Memory [%],%,35.13,cfd,097K
5,cuda_compute_flux,Duration,nsecond,39104,cfd,097K
5,cuda_compute_flux,SOL L2,%,31.51,cfd,097K
5,cuda_compute_flux,SM Active Cycles,cycle,38750.69,cfd,097K
5,cuda_compute_flux,SM [%],%,27.42,cfd,097K
5,cuda_compute_flux,SOL TEX,%,28.23,cfd,097K
5,cuda_compute_flux,Block Size,,192,cfd,097K
5,cuda_compute_flux,Grid Size,,506,cfd,097K
5,cuda_compute_flux,Registers Per Thread,register/thread,60,cfd,097K
5,cuda_compute_flux,Shared Memory Configuration Size,byte,0,cfd,097K
5,cuda_compute_flux,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
5,cuda_compute_flux,Static Shared Memory Per Block,byte/block,0,cfd,097K
5,cuda_compute_flux,Threads,thread,97152,cfd,097K
5,cuda_compute_flux,Waves Per SM,,1.27,cfd,097K
5,cuda_compute_flux,Block Limit SM,block,32,cfd,097K
5,cuda_compute_flux,Block Limit Registers,block,5,cfd,097K
5,cuda_compute_flux,Block Limit Shared Mem,block,32,cfd,097K
5,cuda_compute_flux,Block Limit Warps,block,10,cfd,097K
5,cuda_compute_flux,Achieved Active Warps Per SM,warp,24.62,cfd,097K
5,cuda_compute_flux,Achieved Occupancy,%,38.46,cfd,097K
5,cuda_compute_flux,Theoretical Active Warps per SM,warp/cycle,30,cfd,097K
5,cuda_compute_flux,Theoretical Occupancy,%,46.88,cfd,097K
6,cuda_time_step,Memory Frequency,cycle/second,807486631.02,cfd,097K
6,cuda_time_step,SOL FB,%,68.34,cfd,097K
6,cuda_time_step,Elapsed Cycles,cycle,14345,cfd,097K
6,cuda_time_step,SM Frequency,cycle/second,1195089683.60,cfd,097K
6,cuda_time_step,Memory [%],%,68.34,cfd,097K
6,cuda_time_step,Duration,nsecond,11968,cfd,097K
6,cuda_time_step,SOL L2,%,22.39,cfd,097K
6,cuda_time_step,SM Active Cycles,cycle,11480.91,cfd,097K
6,cuda_time_step,SM [%],%,5.39,cfd,097K
6,cuda_time_step,SOL TEX,%,14.54,cfd,097K
6,cuda_time_step,Block Size,,192,cfd,097K
6,cuda_time_step,Grid Size,,506,cfd,097K
6,cuda_time_step,Registers Per Thread,register/thread,22,cfd,097K
6,cuda_time_step,Shared Memory Configuration Size,byte,0,cfd,097K
6,cuda_time_step,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
6,cuda_time_step,Static Shared Memory Per Block,byte/block,0,cfd,097K
6,cuda_time_step,Threads,thread,97152,cfd,097K
6,cuda_time_step,Waves Per SM,,0.63,cfd,097K
6,cuda_time_step,Block Limit SM,block,32,cfd,097K
6,cuda_time_step,Block Limit Registers,block,14,cfd,097K
6,cuda_time_step,Block Limit Shared Mem,block,32,cfd,097K
6,cuda_time_step,Block Limit Warps,block,10,cfd,097K
6,cuda_time_step,Achieved Active Warps Per SM,warp,33.98,cfd,097K
6,cuda_time_step,Achieved Occupancy,%,53.09,cfd,097K
6,cuda_time_step,Theoretical Active Warps per SM,warp/cycle,60,cfd,097K
6,cuda_time_step,Theoretical Occupancy,%,93.75,cfd,097K
7,cuda_compute_step_factor,Memory Frequency,cycle/second,788927335.64,cfd,097K
7,cuda_compute_step_factor,SOL FB,%,43.99,cfd,097K
7,cuda_compute_step_factor,Elapsed Cycles,cycle,10813,cfd,097K
7,cuda_compute_step_factor,SM Frequency,cycle/second,1167441609.00,cfd,097K
7,cuda_compute_step_factor,Memory [%],%,43.99,cfd,097K
7,cuda_compute_step_factor,Duration,nsecond,9248,cfd,097K
7,cuda_compute_step_factor,SOL L2,%,12.98,cfd,097K
7,cuda_compute_step_factor,SM Active Cycles,cycle,8334.40,cfd,097K
7,cuda_compute_step_factor,SM [%],%,21.79,cfd,097K
7,cuda_compute_step_factor,SOL TEX,%,10.93,cfd,097K
7,cuda_compute_step_factor,Block Size,,192,cfd,097K
7,cuda_compute_step_factor,Grid Size,,506,cfd,097K
7,cuda_compute_step_factor,Registers Per Thread,register/thread,20,cfd,097K
7,cuda_compute_step_factor,Shared Memory Configuration Size,byte,0,cfd,097K
7,cuda_compute_step_factor,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
7,cuda_compute_step_factor,Static Shared Memory Per Block,byte/block,0,cfd,097K
7,cuda_compute_step_factor,Threads,thread,97152,cfd,097K
7,cuda_compute_step_factor,Waves Per SM,,0.63,cfd,097K
7,cuda_compute_step_factor,Block Limit SM,block,32,cfd,097K
7,cuda_compute_step_factor,Block Limit Registers,block,14,cfd,097K
7,cuda_compute_step_factor,Block Limit Shared Mem,block,32,cfd,097K
7,cuda_compute_step_factor,Block Limit Warps,block,10,cfd,097K
7,cuda_compute_step_factor,Achieved Active Warps Per SM,warp,30.32,cfd,097K
7,cuda_compute_step_factor,Achieved Occupancy,%,47.37,cfd,097K
7,cuda_compute_step_factor,Theoretical Active Warps per SM,warp/cycle,60,cfd,097K
7,cuda_compute_step_factor,Theoretical Occupancy,%,93.75,cfd,097K
8,cuda_compute_flux,Memory Frequency,cycle/second,899241146.71,cfd,097K
8,cuda_compute_flux,SOL FB,%,33.95,cfd,097K
8,cuda_compute_flux,Elapsed Cycles,cycle,50526,cfd,097K
8,cuda_compute_flux,SM Frequency,cycle/second,1325872154.30,cfd,097K
8,cuda_compute_flux,Memory [%],%,33.95,cfd,097K
8,cuda_compute_flux,Duration,nsecond,37952,cfd,097K
8,cuda_compute_flux,SOL L2,%,30.38,cfd,097K
8,cuda_compute_flux,SM Active Cycles,cycle,39171.06,cfd,097K
8,cuda_compute_flux,SM [%],%,26.06,cfd,097K
8,cuda_compute_flux,SOL TEX,%,27.67,cfd,097K
8,cuda_compute_flux,Block Size,,192,cfd,097K
8,cuda_compute_flux,Grid Size,,506,cfd,097K
8,cuda_compute_flux,Registers Per Thread,register/thread,60,cfd,097K
8,cuda_compute_flux,Shared Memory Configuration Size,byte,0,cfd,097K
8,cuda_compute_flux,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
8,cuda_compute_flux,Static Shared Memory Per Block,byte/block,0,cfd,097K
8,cuda_compute_flux,Threads,thread,97152,cfd,097K
8,cuda_compute_flux,Waves Per SM,,1.27,cfd,097K
8,cuda_compute_flux,Block Limit SM,block,32,cfd,097K
8,cuda_compute_flux,Block Limit Registers,block,5,cfd,097K
8,cuda_compute_flux,Block Limit Shared Mem,block,32,cfd,097K
8,cuda_compute_flux,Block Limit Warps,block,10,cfd,097K
8,cuda_compute_flux,Achieved Active Warps Per SM,warp,23.67,cfd,097K
8,cuda_compute_flux,Achieved Occupancy,%,36.98,cfd,097K
8,cuda_compute_flux,Theoretical Active Warps per SM,warp/cycle,30,cfd,097K
8,cuda_compute_flux,Theoretical Occupancy,%,46.88,cfd,097K
9,cuda_time_step,Memory Frequency,cycle/second,819261213.72,cfd,097K
9,cuda_time_step,SOL FB,%,66.49,cfd,097K
9,cuda_time_step,Elapsed Cycles,cycle,14777,cfd,097K
9,cuda_time_step,SM Frequency,cycle/second,1215726693.05,cfd,097K
9,cuda_time_step,Memory [%],%,66.49,cfd,097K
9,cuda_time_step,Duration,nsecond,12128,cfd,097K
9,cuda_time_step,SOL L2,%,21.70,cfd,097K
9,cuda_time_step,SM Active Cycles,cycle,11780.49,cfd,097K
9,cuda_time_step,SM [%],%,5.22,cfd,097K
9,cuda_time_step,SOL TEX,%,14.17,cfd,097K
9,cuda_time_step,Block Size,,192,cfd,097K
9,cuda_time_step,Grid Size,,506,cfd,097K
9,cuda_time_step,Registers Per Thread,register/thread,22,cfd,097K
9,cuda_time_step,Shared Memory Configuration Size,byte,0,cfd,097K
9,cuda_time_step,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
9,cuda_time_step,Static Shared Memory Per Block,byte/block,0,cfd,097K
9,cuda_time_step,Threads,thread,97152,cfd,097K
9,cuda_time_step,Waves Per SM,,0.63,cfd,097K
9,cuda_time_step,Block Limit SM,block,32,cfd,097K
9,cuda_time_step,Block Limit Registers,block,14,cfd,097K
9,cuda_time_step,Block Limit Shared Mem,block,32,cfd,097K
9,cuda_time_step,Block Limit Warps,block,10,cfd,097K
9,cuda_time_step,Achieved Active Warps Per SM,warp,33.72,cfd,097K
9,cuda_time_step,Achieved Occupancy,%,52.69,cfd,097K
9,cuda_time_step,Theoretical Active Warps per SM,warp/cycle,60,cfd,097K
9,cuda_time_step,Theoretical Occupancy,%,93.75,cfd,097K
10,cuda_compute_flux,Memory Frequency,cycle/second,857901444.35,cfd,097K
10,cuda_compute_flux,SOL FB,%,35.64,cfd,097K
10,cuda_compute_flux,Elapsed Cycles,cycle,47788,cfd,097K
10,cuda_compute_flux,SM Frequency,cycle/second,1263425729.26,cfd,097K
10,cuda_compute_flux,Memory [%],%,35.64,cfd,097K
10,cuda_compute_flux,Duration,nsecond,37664,cfd,097K
10,cuda_compute_flux,SOL L2,%,32.23,cfd,097K
10,cuda_compute_flux,SM Active Cycles,cycle,39691.60,cfd,097K
10,cuda_compute_flux,SM [%],%,26.95,cfd,097K
10,cuda_compute_flux,SOL TEX,%,27.40,cfd,097K
10,cuda_compute_flux,Block Size,,192,cfd,097K
10,cuda_compute_flux,Grid Size,,506,cfd,097K
10,cuda_compute_flux,Registers Per Thread,register/thread,60,cfd,097K
10,cuda_compute_flux,Shared Memory Configuration Size,byte,0,cfd,097K
10,cuda_compute_flux,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
10,cuda_compute_flux,Static Shared Memory Per Block,byte/block,0,cfd,097K
10,cuda_compute_flux,Threads,thread,97152,cfd,097K
10,cuda_compute_flux,Waves Per SM,,1.27,cfd,097K
10,cuda_compute_flux,Block Limit SM,block,32,cfd,097K
10,cuda_compute_flux,Block Limit Registers,block,5,cfd,097K
10,cuda_compute_flux,Block Limit Shared Mem,block,32,cfd,097K
10,cuda_compute_flux,Block Limit Warps,block,10,cfd,097K
10,cuda_compute_flux,Achieved Active Warps Per SM,warp,23.94,cfd,097K
10,cuda_compute_flux,Achieved Occupancy,%,37.40,cfd,097K
10,cuda_compute_flux,Theoretical Active Warps per SM,warp/cycle,30,cfd,097K
10,cuda_compute_flux,Theoretical Occupancy,%,46.88,cfd,097K
11,cuda_time_step,Memory Frequency,cycle/second,806970509.38,cfd,097K
11,cuda_time_step,SOL FB,%,68.55,cfd,097K
11,cuda_time_step,Elapsed Cycles,cycle,14323,cfd,097K
11,cuda_time_step,SM Frequency,cycle/second,1197539655.94,cfd,097K
11,cuda_time_step,Memory [%],%,68.55,cfd,097K
11,cuda_time_step,Duration,nsecond,11936,cfd,097K
11,cuda_time_step,SOL L2,%,22.42,cfd,097K
11,cuda_time_step,SM Active Cycles,cycle,11899.04,cfd,097K
11,cuda_time_step,SM [%],%,5.39,cfd,097K
11,cuda_time_step,SOL TEX,%,14.03,cfd,097K
11,cuda_time_step,Block Size,,192,cfd,097K
11,cuda_time_step,Grid Size,,506,cfd,097K
11,cuda_time_step,Registers Per Thread,register/thread,22,cfd,097K
11,cuda_time_step,Shared Memory Configuration Size,byte,0,cfd,097K
11,cuda_time_step,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
11,cuda_time_step,Static Shared Memory Per Block,byte/block,0,cfd,097K
11,cuda_time_step,Threads,thread,97152,cfd,097K
11,cuda_time_step,Waves Per SM,,0.63,cfd,097K
11,cuda_time_step,Block Limit SM,block,32,cfd,097K
11,cuda_time_step,Block Limit Registers,block,14,cfd,097K
11,cuda_time_step,Block Limit Shared Mem,block,32,cfd,097K
11,cuda_time_step,Block Limit Warps,block,10,cfd,097K
11,cuda_time_step,Achieved Active Warps Per SM,warp,33.82,cfd,097K
11,cuda_time_step,Achieved Occupancy,%,52.84,cfd,097K
11,cuda_time_step,Theoretical Active Warps per SM,warp/cycle,60,cfd,097K
11,cuda_time_step,Theoretical Occupancy,%,93.75,cfd,097K
12,cuda_compute_flux,Memory Frequency,cycle/second,865528726.06,cfd,097K
12,cuda_compute_flux,SOL FB,%,34.90,cfd,097K
12,cuda_compute_flux,Elapsed Cycles,cycle,49277,cfd,097K
12,cuda_compute_flux,SM Frequency,cycle/second,1276579412.99,cfd,097K
12,cuda_compute_flux,Memory [%],%,34.90,cfd,097K
12,cuda_compute_flux,Duration,nsecond,38432,cfd,097K
12,cuda_compute_flux,SOL L2,%,31.36,cfd,097K
12,cuda_compute_flux,SM Active Cycles,cycle,38628.22,cfd,097K
12,cuda_compute_flux,SM [%],%,25.42,cfd,097K
12,cuda_compute_flux,SOL TEX,%,28.16,cfd,097K
12,cuda_compute_flux,Block Size,,192,cfd,097K
12,cuda_compute_flux,Grid Size,,506,cfd,097K
12,cuda_compute_flux,Registers Per Thread,register/thread,60,cfd,097K
12,cuda_compute_flux,Shared Memory Configuration Size,byte,0,cfd,097K
12,cuda_compute_flux,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
12,cuda_compute_flux,Static Shared Memory Per Block,byte/block,0,cfd,097K
12,cuda_compute_flux,Threads,thread,97152,cfd,097K
12,cuda_compute_flux,Waves Per SM,,1.27,cfd,097K
12,cuda_compute_flux,Block Limit SM,block,32,cfd,097K
12,cuda_compute_flux,Block Limit Registers,block,5,cfd,097K
12,cuda_compute_flux,Block Limit Shared Mem,block,32,cfd,097K
12,cuda_compute_flux,Block Limit Warps,block,10,cfd,097K
12,cuda_compute_flux,Achieved Active Warps Per SM,warp,23.57,cfd,097K
12,cuda_compute_flux,Achieved Occupancy,%,36.83,cfd,097K
12,cuda_compute_flux,Theoretical Active Warps per SM,warp/cycle,30,cfd,097K
12,cuda_compute_flux,Theoretical Occupancy,%,46.88,cfd,097K
13,cuda_time_step,Memory Frequency,cycle/second,793611793.61,cfd,097K
13,cuda_time_step,SOL FB,%,64.03,cfd,097K
13,cuda_time_step,Elapsed Cycles,cycle,15384,cfd,097K
13,cuda_time_step,SM Frequency,cycle/second,1178682944.31,cfd,097K
13,cuda_time_step,Memory [%],%,64.03,cfd,097K
13,cuda_time_step,Duration,nsecond,13024,cfd,097K
13,cuda_time_step,SOL L2,%,20.86,cfd,097K
13,cuda_time_step,SM Active Cycles,cycle,11402.88,cfd,097K
13,cuda_time_step,SM [%],%,5.01,cfd,097K
13,cuda_time_step,SOL TEX,%,14.64,cfd,097K
13,cuda_time_step,Block Size,,192,cfd,097K
13,cuda_time_step,Grid Size,,506,cfd,097K
13,cuda_time_step,Registers Per Thread,register/thread,22,cfd,097K
13,cuda_time_step,Shared Memory Configuration Size,byte,0,cfd,097K
13,cuda_time_step,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
13,cuda_time_step,Static Shared Memory Per Block,byte/block,0,cfd,097K
13,cuda_time_step,Threads,thread,97152,cfd,097K
13,cuda_time_step,Waves Per SM,,0.63,cfd,097K
13,cuda_time_step,Block Limit SM,block,32,cfd,097K
13,cuda_time_step,Block Limit Registers,block,14,cfd,097K
13,cuda_time_step,Block Limit Shared Mem,block,32,cfd,097K
13,cuda_time_step,Block Limit Warps,block,10,cfd,097K
13,cuda_time_step,Achieved Active Warps Per SM,warp,34.05,cfd,097K
13,cuda_time_step,Achieved Occupancy,%,53.20,cfd,097K
13,cuda_time_step,Theoretical Active Warps per SM,warp/cycle,60,cfd,097K
13,cuda_time_step,Theoretical Occupancy,%,93.75,cfd,097K
14,cuda_compute_step_factor,Memory Frequency,cycle/second,782312925.17,cfd,097K
14,cuda_compute_step_factor,SOL FB,%,43.78,cfd,097K
14,cuda_compute_step_factor,Elapsed Cycles,cycle,10924,cfd,097K
14,cuda_compute_step_factor,SM Frequency,cycle/second,1159491921.77,cfd,097K
14,cuda_compute_step_factor,Memory [%],%,43.78,cfd,097K
14,cuda_compute_step_factor,Duration,nsecond,9408,cfd,097K
14,cuda_compute_step_factor,SOL L2,%,12.85,cfd,097K
14,cuda_compute_step_factor,SM Active Cycles,cycle,8327.21,cfd,097K
14,cuda_compute_step_factor,SM [%],%,20.43,cfd,097K
14,cuda_compute_step_factor,SOL TEX,%,10.94,cfd,097K
14,cuda_compute_step_factor,Block Size,,192,cfd,097K
14,cuda_compute_step_factor,Grid Size,,506,cfd,097K
14,cuda_compute_step_factor,Registers Per Thread,register/thread,20,cfd,097K
14,cuda_compute_step_factor,Shared Memory Configuration Size,byte,0,cfd,097K
14,cuda_compute_step_factor,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
14,cuda_compute_step_factor,Static Shared Memory Per Block,byte/block,0,cfd,097K
14,cuda_compute_step_factor,Threads,thread,97152,cfd,097K
14,cuda_compute_step_factor,Waves Per SM,,0.63,cfd,097K
14,cuda_compute_step_factor,Block Limit SM,block,32,cfd,097K
14,cuda_compute_step_factor,Block Limit Registers,block,14,cfd,097K
14,cuda_compute_step_factor,Block Limit Shared Mem,block,32,cfd,097K
14,cuda_compute_step_factor,Block Limit Warps,block,10,cfd,097K
14,cuda_compute_step_factor,Achieved Active Warps Per SM,warp,30.13,cfd,097K
14,cuda_compute_step_factor,Achieved Occupancy,%,47.08,cfd,097K
14,cuda_compute_step_factor,Theoretical Active Warps per SM,warp/cycle,60,cfd,097K
14,cuda_compute_step_factor,Theoretical Occupancy,%,93.75,cfd,097K
15,cuda_compute_flux,Memory Frequency,cycle/second,873621713.32,cfd,097K
15,cuda_compute_flux,SOL FB,%,35.13,cfd,097K
15,cuda_compute_flux,Elapsed Cycles,cycle,48778,cfd,097K
15,cuda_compute_flux,SM Frequency,cycle/second,1287403696.64,cfd,097K
15,cuda_compute_flux,Memory [%],%,35.13,cfd,097K
15,cuda_compute_flux,Duration,nsecond,37728,cfd,097K
15,cuda_compute_flux,SOL L2,%,31.50,cfd,097K
15,cuda_compute_flux,SM Active Cycles,cycle,37602.59,cfd,097K
15,cuda_compute_flux,SM [%],%,25.72,cfd,097K
15,cuda_compute_flux,SOL TEX,%,28.95,cfd,097K
15,cuda_compute_flux,Block Size,,192,cfd,097K
15,cuda_compute_flux,Grid Size,,506,cfd,097K
15,cuda_compute_flux,Registers Per Thread,register/thread,60,cfd,097K
15,cuda_compute_flux,Shared Memory Configuration Size,byte,0,cfd,097K
15,cuda_compute_flux,Dynamic Shared Memory Per Block,byte/block,0,cfd,097K
15,cuda_compute_flux,Static Shared Memory Per Block,byte/block,0,cfd,097K
15,cuda_compute_flux,Threads,thread,97152,cfd,097K
15,cuda_compute_flux,Waves Per SM,,1.27,cfd,097K
15,cuda_compute_flux,Block Limit SM,block,32,cfd,097K
15,cuda_compute_flux,Block Limit Registers,block,5,cfd,097K
15,cuda_compute_flux,Block Limit Shared Mem,block,32,cfd,097K
15,cuda_compute_flux,Block Limit Warps,block,10,cfd,097K
15,cuda_compute_flux,Achieved Active Warps Per SM,warp,24.15,cfd,097K
15,cuda_compute_flux,Achieved Occupancy,%,37.73,cfd,097K
